index,Stilling id,Registrert dato,Arbeidssted fylke,Yrke grovgruppe,Stillingsbeskrivelse vasket
81910,9619369,2017-08-15,Vestfold,Barne- og ungdomsarbeid,"Det er ledig 100. vikariat som fagarbeider assistent i perioden 01. 09. 17. 31. 07. 18 i Helgeroa barnehage. Helgeroa barnehage er en 4 avdelings barnehage som ligger som nærmeste nabo til Berg skole, Nesjarhallen og Berg arbeidskirke midt mellom Helgeroa og Nevlunghavn. Barnehagen ligger idyllisk til i skogkanten, ikke langt fra sjøen. Det kan i tillegg til disse stillingene også bli ledige vikariater som fagarbeider assistent i andre kommunale barnehager. Denne utlysningen gjelder også for disse stillingene. være aktivt til stede sammen med og skape gode relasjoner med barna. ha gode kommunikasjons. og samarbeidsevner. være aktivt med på alle aktiviteter. Like utfordringer, kan jobbe i team, men også selvstendig. Møte mennesker med respekt og raushet. Ha engasjement, og kreativitet. Menn oppfordres til å søke. Fagskole Fagbrev (2 år). Grunnskole. Videregående skole. Være nysgjerrig og leken. Være fleksibel og endringsvillig. Personlig egnethet vil bli vektlagt. hytteforening for ansatte. bedriftsidrettslag. bedriftshelsetjeneste. hyggelige og engasjerte kollegaer. Arbeidstakere ansettes i kommunen på de vilkår og og med de rettigheter og plikter som følger av overenskomster, reglementer og lover. Den kommunale arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen. Kvalifiserte personer med innvandrerbakgrunn oppfordres til å søke. Vi gjør oppmerksom på at søkere kan føres opp på offentlig søkerliste, selv om søkeren har bedt om anonymitet. Dette blir du så fall varslet om. Søknad sendes elektronisk innen fristen via Webcruiter. Det er obligatorisk å legge ved relevante attester og vitnemål. Annet. Søkere til stillinger med krav til politiattest må legge dette frem før tiltredelse. KontaktinformasjonØdelund, Bjørg , .  Helgeroa. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
19583,9562342,2017-04-18,Oslo,Ingeniør- og ikt-fag,". Hva skal du gjøre. Hovedansvaret ditt som dataanalytiker hos oss vil være å se nye muligheter og løse behov for kundene våre ved hjelp av søketeknologi, avansert dataanalyse og maskinlæring (. ). Sammen med et tverrfaglig team utvikler du forretningskritiske produkter for våre langsiktige samarbeidspartnere. Hverdagen din vil bestå av prosessautomatisering, prediksjonsteknologi, søketeknologi, dataanalyse og visualisering. Du dykker ned i store datamengder og avansert modellering, samtidig som du løfter blikket og kommuniserer verdien av arbeidet du gjør. Du jobber gjerne med integrasjoner, systemarkitektur og teknisk rådgivning. ,. og IoT er satsningsområder i. Du vil være en nøkkelperson for å bygge opp fagmiljøet vårt til å bli ledende på området. Hvem er du. Du har antagelig erfaring med søketeknologi og dataanalyse fra tidligere, og er lidenskapelig opptatt av utviklingen innen maskinlæring. Du har høyere utdannelse innen datateknologi og informatikk, med tyngde innen programmering, matematikk, statistikk og dataanalyse. Du har erfaring med flere av følgende teknologier. , Spark, Python, R, Kafka, Java, Hadoop og SQL. Du er nysgjerrig, kommunikativ og drives av kontinuerlig læring. Du må like å dele din ekspertise og kompetanse med kolleger og kunder. Tverrfaglig samarbeid med produkteiere, designere, informasjonsarkitekter og teknologer inspirerer og motiverer deg. Vi arbeider smidig i produktutviklingsprosessene våre, så du må like å delta i hele prosessen fra tilbud, spesifisering og løsningsdesign via utvikling og testing til kontinuerlig forbedringer og videreutvikling. Du er en dyktig teknolog, men også opptatt av de mulighetene tekniske løsninger kan skape for å dekke menneskers reelle behov. Hvordan kommer selvstyrende transportmidler til å påvirke tjenestene rundt oss. Hva skjer når bots overtar kundebehandlingen. Hva er fremtiden for billettløse systemer. Dette er problemstillinger vi jobber med i dag, og du vil ha aktiv rolle i disse dialogene. Hvorfor trenger vi deg. Våre kunder etterspør en rekke ulike tjenester som krever behandling av store datamengder. Dette omfatter personaliserte tjenester for ansatte og kunder, styring og overvåkning av systemer, effektivisering og kvalitetssikring av prosesser, og aggregerte oversikter og rapportmuligheter som gir bedre beslutningsgrunnlag. Vi trenger deg derfor på viktige områder som datamodellering, analyse og prosessautomatisering av forretningskritiske systemer. Din kompetanse på standardløsninger og. programvare vil være etterspurt, så vel som leveranser av egenutviklede applikasjoner og sammenstilling av komponenter for helhetlig løsningsarkitektur. Dette kan vi tilby. Vi elsker jobben vår. Det merker du når du treffer oss og ser hvordan vi jobber sammen med kundene våre. Målet vårt er først og fremst å skape et fantastisk sted å jobbe og å være viktig for kundene våre. For å lykkes med det tenker vi både med hodet og hjertet, og gjør jobben vår med integritet og stolthet. Vi har etterhvert blitt et voksent selskap. Det betyr at vi har gode interne systemer og strukturer på plass. Disse er designet for å utvikle de som jobber hos oss til å bli de beste innen sine disipliner. Dette gjør at vi konkurrerer i toppsjiktet om tilliten fra de modigste selskapene i Norden som trenger hjelp til sin digitale fornying. For noen år siden var vi i. med på å etablere. . en progressiv familie av flere av de fremste strategi. , design. , teknologi. og kommunikasjonsselskapene i Norden. Sammen skal vi skape en ny type allianse som bygger bro mellom de mange fagdisiplinene og partnerne som morgendagens ledere trenger for å digitalisere virksomhetene sine. Derfor kan vi tilby mange muligheter for internasjonal nettverk. og karriereutvikling. Selvfølgelig har vi k"
135782,9689687,2017-12-18,Hordaland,Bygg og anlegg,". Sterner AS er et ledende selskap i Norge innenfor vannbehandling. Selskapet leverer prosess. komponenter og komplette systemer innen rensing, gassutveksling, resirkulering, filtrering og desinfeksjon av vann innenfor markedene. drikkevann, prosessvann, avløpsvann og akvakultur. Sterner AS utvikler og produserer systemer for vannbehandling og arbeider med markedets mest anerkjente produkter innen sitt felt. Selskapet møter markedet med leveranser og kompetanse innen prosjektering og prosjektledelse på områdene akvakultur, industri og kommunalteknikk. Konsernet har hovedkontor i Ski med avdelingskontorer i Porsgrunn, Bergen, Trondheim og Leknes. Sterner AS har også søsterselskap i Storbritannia og samarbeidspartnere i Chile og Canada. Konsernet har 55 medarbeidere og omsetningen i 2016 blir ca 250 mill. kroner med god lønnsomhet. Konsernet representerer en innovativ virksomhet i vekst, med et åpent og godt arbeidsmiljø. Beskrivelse. Sterner AS utvikler seg raskt videre i markedet og opplever en betydelig økning i etterspørselen av selskapets systemer og produkter. Vi trenger å styrke oss med en dyktig servicetekniker med elektro og eller automasjonsbakgrunn på Vestlandet med utgangspunkt i Bergen. Oppgavene er knyttet til utførelse av serviceoppdrag og montasje av nye installasjoner ute hos våre kunder og du vil i dette arbeidet ha egen servicebil til disposisjon. Vi ønsker oss en ny kollega som er løsningsorientert, liker å jobbe selvstendig, er fortrolig med reiseaktivitet og som finner glede i å jobbe i et innovativt og aktivt miljø. Vi verdsetter at du evner å holde deg faglig oppdatert på ditt felt, at du følger opp for å sikre at krav til kvalitet og produktivitet oppfylles og at du har en serviceorientert holdning. I et nært samarbeid med kolleger er det sentralt at du ser viktigheten av godt teamarbeid og finner glede og energi i å dele din kompetanse med andre. Montasje på teknisk utstyr. Service problemløsning på utstyr ute hos kunde. Oppfølging av kunder kundebesøk. Servicereiser primært på Vestlandet, men noe reising i andre områder må også påregnes. Teknisk fagskole alt. fagbrev innen elektro og eller automasjon. Annen relevant bakgrunn vil også bli vurdert. Erfaring fra prosessindustrien eller annen relevant industrivirksomhet. God samarbeidsevne. Må beherske norsk skriftlig og muntlig. Gode engelsk kunnskaper. Selvstendig med en ryddig arbeidsform. Initiativrik og løsningsorientert. Serviceorientert og liker å reise. Et godt og uformelt arbeidsmiljø. Konkurransedyktige økonomiske betingelser. Egen servicebil. Arbeidsoppgaver med et bredt og variert faglig innhold. Selvstendig og ansvarsfull stilling med stor reiseaktivitet. Søknad merkes. "
131754,9688225,2017-12-14,Sør-Trøndelag,"Helse, pleie og omsorg",". Personell AS er et bemanningsbyrå som har spesialisert seg på vikaroppdrag i helsesektoren. Vi har snart 20 års erfaring med bemanning. Våre medarbeidere finner du på legekontor, tannlegekontor og sykehus. Vi har rammeavtale med. og. Vi har fokus på personlig oppfølging og tar på alvor vårt ansvar som god arbeidsgiver. Vår visjon er at vi skal være helsesektorens foretrukne leverandør av kompetent personell. Vi har løsningen. AS har inngått rammeavtale med. om å levere helsesekretærer til oppdrag på sykehus. Derfor søker vi nå etter helsesekretærer med god erfaring. Oppdragene kan være av varierende størrelse og varighet, vi søker derfor deg som er fleksibel, nysgjerrig, trygg på din kompetanse og som ønsker å jobbe i diverse oppdrag. Arbeidstid: kl 08:00. 15:30. Du må ha. Utdanning som helsesekretær eller medisinsk sekretær. God dataforståelse og erfaring med Doculive og PAS. Erfaring fra arbeid på sykehus. Serviceinnstilt. Ansvarsfull. Pliktoppfyllende. Arbeidsoppgaver. I poliklinikk. På sengepost. Telefon. skrankebetjening. Timeregistrering og betaling. Registrering og skanning. Blodprøvetaking. Vi tilbyr. Allsidige oppgaver. Spennende oppdrag. Mulighet til økt kompetanse. God oppfølging. "
82911,9533478,2017-02-22,Møre og Romsdal,Serviceyrker og annet arbeid,"Vi søker etter flere serviceinnstilte personer som evner og trives med høyt arbeidstempo. Kandidatene vi søker må kunne starte på kort varsel. Arbeidsoppgaver. Daglig renhold kvelds. og natt. arbeid. Ulike renholdsrelaterte oppgaver hos kunder. Produksjonsrenhold. Ønskede kvalifikasjoner. Liker høyt tempo og har god serviceinnstilling. Innehar gode norsk kunnskaper. Gode samarbeidsevner. Personlige egenskaper. At du kan jobbe selvstendig og strukturert. At du er fleksibel og pålitelig. At du er kvalitetsbevisst. Vi tilbyr. Gode betingelser. Pensjons. og forsikringsordninger. Gode muligheter for personlig utvikling. Interessert. Registrer din CV online på www. personalhuset. no snarest og søk på denne stillingen. Søknadsfrist: Snarest mulig. Løpende vurdering av søkere. Kommune. Stranda (Møre og Romsdal). stilling. Søknadsfrist Snarest mulig. Fullstendig informasjon og ""søk stilling""(grønn knapp) via denne siden, klikk her. Kontaktperson(er). . "
37739,9571488,2017-05-03,Rogaland,Industriarbeid,"For kunde av Verto i Rogaland søker vi bilmekaniker Kvalifikasjoner: erfaring som bilmekaniker fagbrev gode kommunikasjonsevner, norsktalende gyldig førerkort Erfaring fra autorisert Ford verksted er en fordel. Arbeidsoppgaver: feilsøk reparasjon service EU. kontroll m. m. Arbeidssted: Rogaland. Passer ikke denne stillingen til din erfaring utdanning kan du likevel sende din CV til oss og fortelle hva du ønsker å jobbe med. Sted: Sandnes. Lønn: Etter avtale. Ansettelsesforhold: Fast. Hjemmeside.  For elektronisk søknadsskjema.  "
108817,9688889,2017-12-15,Akershus,Serviceyrker og annet arbeid,". Vi søker ungdomsarbeider i Heggedal menighet, Asker prosti. 50. fast stilling. Ungdomsarbeider har som hovedansvar å følge opp. , som er Heggedal menighets ungdomsarbeid. Ungdomsarbeider, sammen med menighetspedagog og sokneprest, deltar også i planlegging og gjennomføring av konfirmantsamlinger, konfirmantforestilling og konfirmantleir. Det er ønskelig at ungdomsarbeider kan ta ansvar for det musikalske i forbindelse med menighetens kveldsmesser og forestillinger med. Heggedal menighets visjon er Kirken midt i bygda. et åpent rom for alle livets dager. Vi ønsker å vekke og styrke kristen tro og gi kjennskap til den treenige Gud, og å bidra til kristen livstolkning og livsmestring. Vi vil utfordre til engasjement og deltakelse i kirke og samfunnsliv. Vi ønsker oss en ungdomsarbeider med et stort hjerte for ungdom, og med evne til å aktualisere det kristne budskapet for målgruppen. har samlinger hver tirsdag hele året. Konfirmantopplegget går fra januar til september og undervisningssamlingene går parallelt med. Det er konfirmantleir den første uken i juli og forestilling helgen før konfirmasjon. Vi har et rikt og godt ungdomsmiljø med mange ungdommer som møter trofast opp på samlingene våre. Konfirmant. og ungdomsarbeidet ledes av menighetspedagog i samarbeid med sokneprest, ungdomsarbeider og ungdommene selv. Av ca 5800 innbyggere i Heggedal er ca 4 323 medlemmer av Den norske kirke. Vi er en liten, men engasjert stab som gleder oss til å få en ny kollega. Lede arbeidet med. i samarbeid med styret. Planlegge og gjennomføre helger turer med. Delta i konfirmantarbeidet. Ledertrening for ungdom i samarbeid med menighetspedagog. Ansvar for det musikalske i. f. m. kveldsmesser og forestilling for ungdommene. Kveld. og helgearbeid inngår i stillingen. Erfaring fra arbeid med ungdom. Erfaring med arbeid med forestilling musikal for ungdom. Personlig egnethet vektlegges. Utadvendt, selvstendig og fleksibel. Et hjerte for å jobbe med ungdom, og gode formidlingsevner i møte med målgruppen. Gode samarbeids. og kommunikasjonsevner. Gode administrative evner. Musikalsk, og helst beherske ett eller flere instrumenter. Lønn etter gjeldende satser med KA sitt regulativ, og pensjon i KLP. Fleksibel arbeidstid. Godt arbeidsmiljø i en trivelig stab. Kontaktinformasjon. , Daglig leder, (. 47).  Asker. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. Den norske kirke"
41157,9551574,2017-03-24,Buskerud,"Helse, pleie og omsorg","Sykepleier rehabilitering. og aktivitetssenter. Bråta intermediær. Tett samarbeid med helsefagarbeiderne, sykehjemslegene, fysioterapeut, ergoterapeut fastleger og hjemmesykepleien. Gode norskkunnskaper, skriftlig og muntlig. Utdanningstittel: Sykepleier. Gode samarbeidsegenskaper. Evne til å bidra til et godt arbeidsmiljø. Personlig egnethet i forhold til det ovenstående vektlegges. Aktiv hverdag i dynamisk miljø. Godt sykepleiefaglig miljø. Fokus på kvalitet og kompetanseheving. Internundervisning annen hver uke. Mulighet for trening på arbeidsplassen. Et godt arbeidsmiljø. Bråtaveien 2, 3050 Mjøndalen. , Avdelingsleder, (. 47). Annonsør.  kommune. Ref. nr. .  Stillingsbrøk: 70. Vikariat. Startdato: 17. 03. 2017. Sluttdato: 21. 08. 2018. Antall stillinger: 1. For elektronisk søknadsskjema: "
25585,9535995,2017-02-27,Sør-Trøndelag,Ledere,". Du blir en del av lederteamet på enheten, får en tydelig plass i styringsdialogen og blir en del av kommunens program for ledelsesutvikling. Kunnskapsrik og har formell helsefaglig utdannelse tilsvarende bachelor. Erfaring knyttet til personalledelse og eller fagledelse som du ønsker å videreutvikle. Administrasjon og ledelse. Medisin Helse Sosialfag. Systematisk og målrettet med vekt på involvering og beslutningsdyktighet. Rask til å tilegne seg ny kompetanse og har en analytisk tilnærming til nye problemstillinger. Initiativrik og klarer å håndtere mange samtidige hendelser. Nytenkende og trygg i arbeidet med utvikling av nye tjenester som skal være bærekraftig i fremtiden. Lyst til å prege utviklingen av Trondheim kommune i årene som kommer. . Helhetlig lederansvar for en gruppe medarbeidere som har lyst til å utvikle seg og gjøre en god jobb. Mulighet for å ta beslutninger som har betydning for medmennesker og kolleger. Ansvar for å være med å utvikle moderne og fremtidsrettede tjenester. Mulighet for å bidra i et innovativt samarbeid med utdanningsinstitusjoner og andre samarbeidspartnere. Å være en del av enhetens lederteam. Tilgang til et moderne og innovativt ledelsesutviklingsprogram. Et trivelig og hektisk arbeidsmiljø der avdelingsleder også jobber praksisnært. Lønn i tråd med sentrale avtaler og Trondheim kommunes lokale avtaler. Valøyvegen 14, 7031 Trondheim. , Enhetsleder, (. 47). Annonsør: Trondheim kommune. Ref. nr. .  Stillingsbrøk: 100. Fast. Antall stillinger: 2. For elektronisk søknadsskjema.  "
70342,9689314,2017-12-15,Akershus,"Helse, pleie og omsorg",". Bærum kommune har et bo. og tjenestetilbud til mennesker med ulike psykiske helsevansker og. rusavhengighet. Grunnprinsipper for vårt arbeid er brukermedvirkning og tro på bedringsprosesser. Vi er et tjenesteområde i utvikling og vekst der du kan være med å forme veien videre. Målet med vårt arbeid er å tilrettelegge for muligheten til å leve et selvstendig liv i egen bolig og en bedret. livskvalitet. bolig og natthjem er en avdeling som bosetter mennesker med ROP. lidelser og eller mennesker som lever i aktiv rus. Natthjemmet er et akutt botilbud til bostedsløse i kommunen. Godt profesjonelt arbeid for personer med ROP. lidelser krever godt kunnskapsnivå og spesielle ferdigheter, det viktigste er interesse og holdninger. Det er derfor viktig at du har kjennskap til fagfeltet og at du er brennende engasjert i arbeidet for å bedre livsvilkårene for målgruppen. Målgruppen er et satsningsområdet nasjonalt, men også lokalt. Vil du vite mer om. bolig og natthjem. klikk her. Vi trenger din kunnskap og ditt pågangsmot. Vil du bidra til at mennesker med sammensatte livsutfordringer får en bedre hverdag. da må du søke. Du skal yte bistand til beboerne i henhold til vedtak iflg. Lov om kommunale helse og omsorgstjenester. Du har primæransvar for faglig oppfølging av beboerne. Du bidrar til faglig forsvarlig drift med god kvalitet. Du bidrar med faglig veiledning og etisk refleksjon sammen med kollegaer. Du journalfører ihht. dokumentasjonsplikt som er regulert i Lov om helsepersonell Kap. 8. Du utarbeider planverktøy ihht. forskrifter og Bærum kommunes dokumentasjonssystem. Du har ansvar for håndtering og administrering av medikamenter ihht forskrift om legemiddelhåndtering. Du arbeider på tvers av fag og etater, ulike hjelpetjenester og samarbeid med spesialisthelsetjenesten. Du arbeider etter gjeldende lover, forskrifter, retningslinjer og system for internkontroll. Du er utdannet sykepleier vernepleier med norsk autorisasjon. HPR. nr registreres i CV. Du har relevant arbeidserfaring innen psykisk helse og rus. Du har kjennskap til utarbeidelse av, og utføring av tiltaksplaner. Du har kunnskap om og erfaring med håndtering av fysiske og psykiske symptomer relatert til rusmisbruk og psykiske helsevansker. For stillingen kreves gode norskkunnskaper. Søkere fra land utenfor Skandinavia skal som et minimum ha bestått Norskprøve B1 skriftlig og muntlig. Det kreves gode data og dokumentasjonsferdigheter. Kjennskap til Profil er en fordel. Du har kunnskap om lovverk for tjenesteområdet. Helsefag. Høyskole Universitet, 3. årig Diplom Bachelorgrad. Vi ser etter deg som.  har gode kommunikasjons. og relasjonsferdigheter. har god fagforståelse med en spesiell interesse for fagfeltet psykisk helse og rusavhengighet. er ydmyk og lydhør i forhold til deg selv, faget og medmennesker. evner å arbeide strukturert, både individuelt og i team. Personlig egnethet vektlegges. En arbeidsplass der vi ser og oppmuntrer hverandre. Kollegaer som ønsker at du skal trives. God opplæring og varierte arbeidsoppgaver. Faglige utfordringer og gode utviklingsmuligheter. Systematisk veiledning fra spesialisthelsetjenesten. Rullerende turnus med arbeid hver 3. helg. Ko"
124798,9672700,2017-11-20,Hordaland,Meglere og konsulenter,". Experis er Norges største konsulent. og rekrutteringsselskap med 500 konsulenter. Vi tilbyr høyt kvalifiserte konsulenter og rekruttering innen fagområdene Engineering, Finance og IT. rekrutterer toppledere og nøkkelpersoner innen privat og offentlig sektor. Blant våre kunder finner du over 90. av Norges største børsnoterte selskaper. Experis er en del av ManpowerGroup og er kåret til et av verdens mest etiske selskaper. Som konsulent i Experis får du tilgang til et bredt spekter av utfordrende stillinger og prosjektoppdrag. Sammen med oss bygger du din karriere. Vi bidrar til at du når dine mål på kort og lang sikt gjennom vårt nasjonale og globale nettverk. Besøk oss på experis. no. Arbeidsoppgaver. Oppfølging av løpende kostnader og transaksjoner. Fakturering. Månedlig rapportering på alle nøkkeltall i prosjektet. Prognoser. Prosjekt analyser. Være en aktiv og engasjert bidragsyter til prosjektledelsen. Bistå med annet regnskapsrelatert arbeid. Faglige kvalifikasjoner .  Bachelor master innen økonomi administrative fag. Min. 3 års erfaring med tilsvarende arbeid fra norsk olje og gass industri. God systemforståelse. Gode IT. kunnskaper. God kjennskap til MS Excel. Strukturert og nøyaktig. Faglig interessert og opptatt av å skape forbedringer. Analytisk, proaktiv og løsningsorientert. Evne til å arbeide både selvstendig og i samarbeid med andre. Fleksibel og vant til å overholde tidsfrister. Gode kommunikasjonsegenskaper på norsk. og engelsk. Kandidater vurderes fortløpende. Vil du være med og videreutvikle Norges største konsulent. og rekrutteringsselskap. Vi arbeider med Norges ledende virksomheter, og har et stort internasjonalt nettverk. Du vil få store muligheter for personlig og faglig utvikling, og varierte og utfordrende oppdrag. Vi har konkurransedyktige betingelser, pensjons. og forsikringsordninger og et sterkt sosialt miljø. Du får god oppfølging av din egen rådgiver og personlig karriereveiledning. Vi tilbyr også et bredt spekter av ulike kurs. I tillegg vil du få muligheten til å delta på flere av våre faglige og sosiale arrangementer samt rabatter på trening, bank forsikring, studier, helse fritid. Søk på stillingen. Klikk. for å komme til vår hjemmeside hvor du kan registrere din CV og søke stillingen. "
39196,9601007,2017-06-27,Møre og Romsdal,Undervisning,Ved noen av de kommunale barnehagene kan det bli ledige stillinger som pedagogiske ledere. Fullstendig utlysningstekst og hvordan en søker finner du her.  https: www. rauma. kommune. no tjenester arbeid ledige. stillinger 
52537,9676886,2017-11-27,Møre og Romsdal,Serviceyrker og annet arbeid,". Du må være glad i å stå opp tidlig da man begynner å jobbe tidlig. I jobben så bruker vi blant annet store maskiner, så søker bør være fysisk sterk. Erfaring fra renhold er en fordel men grundig opplæring vil bli gitt. Søknad sendes på e. mail: Spørsmål vedrørende stillingen sendes på mail :  . Søkere vil bli fortløpende vurdert. Det er et krav om at søker behersker Norsk skriftlig og muntlig. "
149,9631096,2017-09-06,Oslo,Reiseliv og transport,. ønsker å utvide sitt team med nye medarbeidere både for lunsj og kveld.  . Vi tilbyr: . . 
65655,9630143,2017-09-05,Sør-Trøndelag,Industriarbeid,"Til vår fabrikk i Trondheim søker vi en dyktig industrimekaniker automasjonsmekaniker som trives med varierte. Sted: Trondheim. Kontakter.  , mob: 47. ,. , mob: 47. For elektronisk søknadsskjema: "
31713,9629705,2017-09-04,Møre og Romsdal,Ingeniør- og ikt-fag,"Vi søker dyktige personer for installasjon, vedlikehold og reparasjon av datastyrte CNC. produksjonsmaskiner. Du må ha god teknisk innsikt, helst med utdannelse og erfaring innen elektronikk automasjon. Det er også viktig med gode PC. kunnskaper. Vi ønsker oss personer som liker å reise og som vil ha utfordringer i arbeidet. Du må kunne arbeide selvstendig med dine oppgaver og være ansvarsfull og ryddig overfor kunder og kollegaer. Opplæring vil bli gitt. Vi tilbyr spennende arbeidsoppgaver med store utviklingsmuligheter i et faglig sterkt miljø. Gode betingelser. For nærmere opplysninger om stillingene, kontakt. på tel. eller e. post.  Skriftlig søknad sendes innen18. september til.  eller til. AMATEC AS, Postboks 385, 6239 Sykkylven. "
116707,9665615,2017-11-07,Vest-Agder,Butikk- og salgsarbeid,". Repshop ble etablert i 2017 og er en mobilreparasjonskjede med en lokasjon i Haugesund. Vi leverer support og servicetjenester på PC og mobilprodukter, hovedsaklig for det private markedet. Vi søker ansatte for den nye avdelingen i Kristiansand. Tidligere erfaring fra mobilreparasjoner er et krav. Kremmerinstinkt og erfaring fra butikkdrift selger er ønskelig. Liker å jobbe både selvstendig og i team. Du er fleksibel og kreativ. Du har en grunnleggende teknisk forståelse og har gode datakunnskaper. Målrettet, resultatorientert og strukturert. Du innehar en utpreget serviceinnstilling og god evne til å behandle kunder. Du har forståelse for tall og regnestykker. Gode muntlige skriftlig kommunikasjonsevne på norsk svensk og engelsk. Tilfredsstillende vandel (jf. brukthandelloven). Arbeidsoppgaver. Reparasjoner av PC Mobil. Salg av tilbehør. Kassaansvar. Vi kan tilby. Interessant og allsidig jobb. Trivelig arbeidsmiljø. Timelønn etter tariff. Søkere oppfordres til å ta en uforpliktende prat med. Mjåseth på telefon. eller ved å sende mail til. med søknad og CV. "
146697,9636198,2017-09-15,Oslo,Butikk- og salgsarbeid,. Arbeidssted. Nøkkelinformasjon.  Ref. nr. :ISAJ17. 
38241,9632461,2017-09-08,Oslo,Ingeniør- og ikt-fag,"Org. nr.  Stillingsident.  Presentasjon av stillingen.  Kunne du tenke deg å bidra til å forme fremtidens IKT. løsninger for politiet. Nå har du muligheten. Vi har behov for deg som kan tenke de store tankene sammen med oss og videreutvikle plattformen vår. Vi er godt i gang med å modernisere politiets IKT. løsninger og dette gode arbeidet skal vi fortsette med. Som totalleverandør av IKT til politiet er det hos oss det skjer. Politiets IKT. tjenester søker derfor en ressurs som kan bidra til å videreutvikle vår mellomvareplattform. Vi har en ambisjon om å bli best i vårt felt, og vi trenger deg til å bidra i arbeidet. Stillingen vil inngå i Platform as a Service. teamet i Politiets IKT. tjenester. I teamet har vi bakgrunn fra både drifts. og utviklingsarbeid. Samhandlingen mellom utvikling og drift er svært viktig for oss. Arbeidet vi gjør innebærer fokus på videreutvikling og tilrettelegging av ny funksjonalitet i mellomvareplattformen. Automatisering er nøkkelordet for arbeidet vårt, og vi jobber med å automatisere så mye som mulig. Vi jobber etter prinsipper om smidig utvikling, og kjører testdrevet med kontinuerlig integrasjon og hyppig utrulling av koden vi lager. Vi har fokus på kvalitet i alt vi gjør, og et ledd i den prosessen er at vi oppretter pull. requester og gjør codereviews av dem før de merges inn i hovedbranchen vår. For å automatisere oppsettet av mellomvaren bruker vi i dag Chef og Ruby som våre viktigste verktøy. Vi benytter også verktøy som for eksempel: Vagrant, Jenkins, og Maven. Vi utvikler med blant annet Java, Groovy, RxJava og AngualrJS. Fremover så ønsker vi å automatisere flere deler av vår infrastruktur, tilby en høyere grad av selvbetjening, og innføre en container. basert PaaS. plattform. Plattformen vår er fremdeles i støpeskjeen, og det gjør at arbeidet vi driver med er både spennende og utfordrende. Vi har mange idéer og stort engasjement for det vi gjør. Vi trenger å utvide teamet vårt med en utvikler, og søker primært etter deg som har noen års erfaring fra utvikling på JVMen. Det er en selvfølge at du er vant til å skrive tester for koden du utvikler, og du er vant med å følge prinsippene om continuous integration og gjerne continuous delivery. Koden du har skrevet har kjørt på en applikasjonsserver eller servletcontainer, og det er fint hvis du kan litt om feilsøking og tuning av slike servere. Fordi vi jobber i krysningspunktet mellom drift og utvikling er det veldig fint hvis du har litt erfaring med driftsmiljøer også. Kanskje du har jobbet med mikrotjenester og er vant til å drifte dine egne applikasjoner. Du har innsikt i hvordan et system settes opp for å oppnå lastbalansering, høy oppetid og toleranse for feil på deler av systemet. I tillegg er det flott hvis du har god kjennskap til støtteverktøy man trenger i en driftssammenheng. Kanskje du har erfaring med logganalyse med Elasticsearch, Logstash og Kibana eller metrikkinnsamling og analyse med en tidsserie. database. Mye av det vi gjør er automatisering med Chef. Hvis du er en guru på dette, så vil vi veldig gjerne snakke med deg. Det er også fint hvis du kan litt om Powershell og Bash. scripting. Vi bruker Windows i dag, men vil ta i bruk Linux i større grad. Vi har forståelse for at ingen kan alt, så det er helt greit hvis du trenger litt opplæring på noe av det vi jobber med. Det viktigste er ikke å kunne alt, men at du er initiativrik og har evne og ikke minst vilje til å lære nye ting. Du bør også være selvdrevet og strukturert, samtidig som du har gode kommunikasjonsevner. I og med at vi jobber opp mot både drift. og utvikling er det viktig å kunne samarbeide med andre. Personlig egnethet vektlegges. DevOps. metodikk og Platform as a Service er sentrale områder hos PIT og du bør ha en interesse for dette feltet. Kanskje du leker deg med D"
