Stilling id,Registrert dato,Yrke grovgruppe,Setning,Kategori,,Notater
8682133,2014-11-11,Reiseliv og transport,Søkere bes legge ved bilde ved søknad,3,,
8643332,2014-10-24,Kontorarbeid,vidaregåande skule er det ledig stilling som kontormedarbeidar frå,1,,
8643332,2014-10-24,Kontorarbeid,Vi søkjer etter ein systematisk sjølvstendig og serviceinnstilt person med relevant kontorfagleg bakgrunn og gode data,2,,
8643332,2014-10-24,Kontorarbeid,kunnskapar til variert arbeid innan skuleadministrasjon elevdokumentasjon og elevretta arbeid,1,,
8643332,2014-10-24,Kontorarbeid,Den som vert tilsett går inn i eit team på tre medarbeidarar,0,,
8643332,2014-10-24,Kontorarbeid,Arbeidserfaring og personlege eigenskaper vert særleg vektlagt ved tilsetting,0,,
8643332,2014-10-24,Kontorarbeid,Tilsetjing skjer på vanlege vilkår etter lov forskrift og reglement,0,,
8643332,2014-10-24,Kontorarbeid,Arbeidsavtale trer i kraft etter at det er lagt fram tilfredsstillande politiattest,0,,
8643332,2014-10-24,Kontorarbeid,For stillinga gjeld prøvetid på md,0,,
8643332,2014-10-24,Kontorarbeid,Vi tek atterhald om at tilsette i Sogn og,0,,
8643332,2014-10-24,Kontorarbeid,kan ha førerett til stillinga,0,,
8643332,2014-10-24,Kontorarbeid,Nærare opplysningar om stillinga kan ein få ved å vende seg til Flora vidaregåande skule v rektor tlf,0,,
8643332,2014-10-24,Kontorarbeid,Søknad sendast elektronisk via link på www,0,,
8643332,2014-10-24,Kontorarbeid,no under ledige stillingar innan,0,,
8643332,2014-10-24,Kontorarbeid,november,0,,
8643332,2014-10-24,Kontorarbeid,Fast søkelink for SFJ,0,,
7286131,2014-02-04,Ledere,Vi søker en erfaren og kommersielt orientert,0,,
7286131,2014-02-04,Ledere,til Continentals nordiske virksomhet,0,,
7286131,2014-02-04,Ledere,Du vil ha overordnet ansvar for Continentals markedsføringsstrategi innen,1,,
7286131,2014-02-04,Ledere,i det nordiske markedet,0,,
7286131,2014-02-04,Ledere,Stillingen rapporterer bl,0,,
7286131,2014-02-04,Ledere,a til Head of,0,,
7286131,2014-02-04,Ledere,Ansvarsområder er Ansvarlig for Continentals merkevarestrategi kommunikasjon og gjennomføring av markedsføringsaktiviteter for,1,,
7286131,2014-02-04,Ledere,Utvikle prisstrategier for det nordiske markedet for,1,,
7286131,2014-02-04,Ledere,Stillingen deltar i Continentals europeiske team med ansvar for prisstrategi,1,,
7286131,2014-02-04,Ledere,Utvikle implementere og kontinuerlig evaluere produktstrategien for det nordiske markedet,1,,
7286131,2014-02-04,Ledere,Organisere implementere og sikre best practice strategi for bruk av salgs,1,,
7286131,2014-02-04,Ledere,og forretningsplattformer spesielt rettet mot storkunder flåtesalg,0,,
7286131,2014-02-04,Ledere,Personalansvar og ansvarlig for å videreutvikle,1,,
7286131,2014-02-04,Ledere,Den rette kandidat har minimum års erfaring med markedsføring og eller salg fra nordisk virksomhet,3,,
7286131,2014-02-04,Ledere,Du har erfaring i å lede og utvikle produkt,3,,
7286131,2014-02-04,Ledere,og prisstrategi mot BB markedet i et internasjonalt konsern,3,,
7286131,2014-02-04,Ledere,Videre er du erfaren med å lede team og endringsprosesser og utøver naturlig lederskap i din rolle,2,,
7286131,2014-02-04,Ledere,Som person er du selvgående men team,2,,
7286131,2014-02-04,Ledere,orientert og du tilfører energi og driv til prosjektene du leder,2,,
7286131,2014-02-04,Ledere,Du arbeider strukturert og målrettet og er opptatt av å skape felles resultater,2,,
7286131,2014-02-04,Ledere,Gode kommunikasjonsevner skriftlig og muntlig på engelsk og et skandinavisk språk er et krav,2,,
7286131,2014-02-04,Ledere,Reising må påregnes i stillingen,0,,
7286131,2014-02-04,Ledere,Vi tilbyr en sentral posisjon innen et viktig forretningsområde i et selskap med en sterk merkevare og meget god markedsposisjon både i Norden og internasjonalt,0,,
7286131,2014-02-04,Ledere,Stillingen kan være plassert enten i Oslo eller i Göteborg sammen med Continental Däck Sverige AB,0,,
7286131,2014-02-04,Ledere,For elektronisk søknadsskjema,0,,
8694218,2014-11-17,Kontorarbeid,ansatte og holder til på Årnes i Nes,0,,
8694218,2014-11-17,Kontorarbeid,Vi søker en allsidig og fleksibel medarbeider til vår administrasjon,1,,
8694218,2014-11-17,Kontorarbeid,Oppgavene består i fakturering innkjøp og andre administrative oppgaver i nært samarbeid med økonomiansvarlig,1,,
8694218,2014-11-17,Kontorarbeid,Det er en fordel med erfaring fra tilsvarende oppgaver,0,,
8694218,2014-11-17,Kontorarbeid,Stillingen er i første omgang ett års vikariat men med store muligheter for fast ansettelse,0,,
8694218,2014-11-17,Kontorarbeid,Spørsmål kan rettes til,0,,
8694218,2014-11-17,Kontorarbeid,Søknad sendes på mail,0,,
8694218,2014-11-17,Kontorarbeid,eller pr post til,0,,
8694218,2014-11-17,Kontorarbeid,Søknadene vil fortløpende bli vurdert,0,,
7429916,2014-02-24,Bygg og anlegg,Dersom du er interessert ta kontakt med,0,,
7429916,2014-02-24,Bygg og anlegg,for mer informasjon vedr,0,,
7429916,2014-02-24,Bygg og anlegg,de forskjellige stillingene eller send CV og vitnemål på e post,0,,
7735002,2014-04-02,Undervisning,er det ledig fast stilling som styrar pedagogisk leiar i Holmedal barnehage,1,,
7735002,2014-04-02,Undervisning,Styrardelen utgjer av stillinga,0,,
7735002,2014-04-02,Undervisning,Styrar arbeider i nettverk med dei andre barnehagestyrarane i kommunen,1,,
7735002,2014-04-02,Undervisning,Barnehagane arbeider aktivt med vurdering og kvalitetsutvikling i samarbeid med fem andre kommunar i regionen,1,,
7735002,2014-04-02,Undervisning,I Askvoll er det politisk vedteke at det skal det vere to pedagogar per avdeling,0,,
7735002,2014-04-02,Undervisning,Askvoll kommune legg særleg vekt på styrar sitt ansvar for den pedagogiske leiinga i barnehagen,0,,
7735002,2014-04-02,Undervisning,Det krevst utdanning som førskulelærar,3,,
7735002,2014-04-02,Undervisning,Vi søkjer etter ein styrar som,1,,
7735002,2014-04-02,Undervisning,er engasjert og målretta,2,,
7735002,2014-04-02,Undervisning,er fleksibel og har gode samarbeids,2,,
7735002,2014-04-02,Undervisning,er tydeleg og motiverande,2,,
7735002,2014-04-02,Undervisning,er motivert for leik og læring,2,,
7735002,2014-04-02,Undervisning,For nærare opplysningar ta kontakt med kommunalsjef,0,,
7735002,2014-04-02,Undervisning,Aktuelle søkjarar vert kalla inn til intervju,0,,
7735002,2014-04-02,Undervisning,Tilsetjing skjer på dei vilkår og med dei plikter som til ei kvar tid går fram av gjeldande lover reglar og tariffavtalar,0,,
7735002,2014-04-02,Undervisning,Pensjonsmedlemsskap i KLP,0,,
7735002,2014-04-02,Undervisning,Politiattest og tuberkulinattest av ny dato må leggjast fram ved tilsetjing,3,,
7735002,2014-04-02,Undervisning,Søknad må sendast via vårt digitale søknadssenter innan,0,,
7735002,2014-04-02,Undervisning,Vel skjema Søknad på stilling,0,,
7735002,2014-04-02,Undervisning,Hugs å oppgje saksnr,0,,
8266897,2014-05-16,Meglere og konsulenter,Vi trenger deg på vinnerteamet,0,,
8266897,2014-05-16,Meglere og konsulenter,Gjensidige søker næringslivsselger i Bergen,1,,
8266897,2014-05-16,Meglere og konsulenter,Vi skal befeste vår posisjon som Norges ledende forsikringsselskap og søker derfor motivert og engasjert selger som vil være med å ta Gjensidige inn i fremtiden,2,,
8266897,2014-05-16,Meglere og konsulenter,Stillingen består i utadrettet salg av både Skade og Personforsikringer til Næringslivet i Bergen,1,,
8266897,2014-05-16,Meglere og konsulenter,Har du de rette verdiene og ambisjoner om å lykkes i salg kan dette være den rette jobben for deg,0,,
8266897,2014-05-16,Meglere og konsulenter,Har lyst til å jobbe med salg,1,,
8266897,2014-05-16,Meglere og konsulenter,Er det fødte optimist som alltid ser muligheter,2,,
8266897,2014-05-16,Meglere og konsulenter,Erfaring fra utadrettet salg til næringslivet,3,,
8266897,2014-05-16,Meglere og konsulenter,Strukturert selvgående og målrettet,2,,
8266897,2014-05-16,Meglere og konsulenter,Vilje og evne til å levere resultater over tid,2,,
8266897,2014-05-16,Meglere og konsulenter,Har utdanning utover videregående skole,3,,
8266897,2014-05-16,Meglere og konsulenter,Søknadsfrist mai,0,,
8266897,2014-05-16,Meglere og konsulenter,Søk på gjensidige,0,,
8230406,2014-05-12,Ledere,REMA Fabrikkvegen åpner i august,0,,
8230406,2014-05-12,Ledere,Vi søker medarbeidere og avdelingsledere med ulike ansvarsområder som ønsker å være med å forme og bygge opp vår nye butikk,1,,
8230406,2014-05-12,Ledere,REMA er Norges ledende dagligvarekjede og en av landets sterkeste merkevarer,0,,
8230406,2014-05-12,Ledere,Siden har REMA jobbet for å kunne tilby kunder over hele landet et godt valgt utvalg av dagligvarer av god kvalitet til de laveste prisene,0,,
8230406,2014-05-12,Ledere,Vi har en rekke ledige stillinger i vår nye butikk,0,,
8230406,2014-05-12,Ledere,Angi i søknadsteksten hvilken stilling du søker på,0,,
8230406,2014-05-12,Ledere,Felles for alle stillingene er at vi søker dyktige personer med interesse for mat og mennesker,0,,
8230406,2014-05-12,Ledere,Du må være flink til å inspirere andre ha en involverende og delegerende arbeidsstil,2,,
8230406,2014-05-12,Ledere,Du har kremmerånd er selvgående strukturert positiv og offensiv,2,,
8230406,2014-05-12,Ledere,I tillegg har du gjerne relevant erfaring fra den avdelingen du ønsker å jobbe med men nødvendig opplæring vil bli gitt,3,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for låseansvarlig butikkmedarbeideren er å skape gode handleopplevelser for kundene,1,,
8230406,2014-05-12,Ledere,I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet,1,,
8230406,2014-05-12,Ledere,ansvar for stenging av butikken,1,,
8230406,2014-05-12,Ledere,annet forefallent arbeid,1,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for butikkmedarbeideren er å skape gode handleopplevelser for kundene,1,,
8230406,2014-05-12,Ledere,I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet,1,,
8230406,2014-05-12,Ledere,annet forefallent arbeid,1,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for kassemedarbeideren er å skape gode handleopplevelser for kundene og sørge for et godt etterlatt sisteinntrykk,1,,
8230406,2014-05-12,Ledere,I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet,1,,
8230406,2014-05-12,Ledere,Frukt og grønt,0,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for frukt og grønt,1,,
8230406,2014-05-12,Ledere,ansvarlig er å skape gode handleopplevelser for kundene med spesielt fokus på frukt og grønt,1,,
8230406,2014-05-12,Ledere,I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet,1,,
8230406,2014-05-12,Ledere,bidra til vekst innen frukt og grønt,1,,
8230406,2014-05-12,Ledere,planlegging av frukt og grønt,1,,
8230406,2014-05-12,Ledere,gjennomføring av kampanjer i butikk,1,,
8230406,2014-05-12,Ledere,kassearbeid og annet forefallende arbeid,1,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for ferskvareansvarlig er å skape gode handleopplevelser for kundene med spesielt fokus på ferskvareavdelingen,1,,
8230406,2014-05-12,Ledere,I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet,1,,
8230406,2014-05-12,Ledere,bidra til vekst innen ferskvarer,1,,
8230406,2014-05-12,Ledere,planlegging av ferskvare,1,,
8230406,2014-05-12,Ledere,gjennomføring av kampanjer i butikk,1,,
8230406,2014-05-12,Ledere,kassearbeid og annet forefallende arbeid,1,,
8230406,2014-05-12,Ledere,Den viktigste oppgaven for Nestkommanderende er å skape gode handleopplevelser for kundene og være Kjøpmannens nærmeste medarbeider,1,,
8230406,2014-05-12,Ledere,Arbeidet krever innsats utover det vanlige i en spennende og hektisk hverdag og jobben innebærer blant annet,0,,
8230406,2014-05-12,Ledere,å være Kjøpmannens nærmeste medarbeider og støttespiller,1,,
8230406,2014-05-12,Ledere,leder medarbeidere og ta beslutninger i Kjøpmannens fravær,1,,
8230406,2014-05-12,Ledere,planlegging og gjennomføring av kampanjer og aktiviteter i butikk,1,,
8230406,2014-05-12,Ledere,annet forefallent arbeid,1,,
8230406,2014-05-12,Ledere,Ansvar for butikkens daglige renhold,1,,
8230406,2014-05-12,Ledere,Varepåfylling ved behov,1,,
8230406,2014-05-12,Ledere,Annet forefallende arbeid,1,,
8230406,2014-05-12,Ledere,I REMA er mulighetene mange for mennesker som tør å gi av seg selv er positive og selvstendige,2,,
8230406,2014-05-12,Ledere,Vil du jobbe i en spennende og hektisk bransje hvor du har stor mulighet til å påvirke din egen arbeidsdag anbefaler vi deg å søke stilling hos oss,0,,
8230406,2014-05-12,Ledere,Heltid Deltid Deltid,0,,
8230406,2014-05-12,Ledere,Dag Helg Kveld,0,,
8230406,2014-05-12,Ledere,Tiltredelse Etter avtale,0,,
7924960,2014-04-10,Undervisning,Vi søker lærere med disse egenskapene,1,,
7924960,2014-04-10,Undervisning,Løsningsorientert og fleksibel,2,,
7924960,2014-04-10,Undervisning,Lønn og tilsettingsvilkår i samsvar med lov forskrift og regulativ,0,,
7924960,2014-04-10,Undervisning,Et inkluderende arbeidsmiljø hvor ansatte jobber i team og på tvers av team,1,,
7924960,2014-04-10,Undervisning,Skolen ligger vakkert til med flotte uteområder,0,,
7924960,2014-04-10,Undervisning,Ved tilsetting vil personlig egnethet bli vektlagt,0,,
7924960,2014-04-10,Undervisning,Aktuelle søkere vil bli innkalt til intervju,0,,
7924960,2014-04-10,Undervisning,Kommunen kan om nødvendig hjelpe til med utfylling av søknadsskjemaet,0,,
7924960,2014-04-10,Undervisning,Ved tilsetting kreves politiattest,3,,
8058219,2014-04-23,Butikk- og salgsarbeid,Er koppen din halvtom eller halvfull,0,,
8058219,2014-04-23,Butikk- og salgsarbeid,Et vanskelig spørsmål,0,,
8058219,2014-04-23,Butikk- og salgsarbeid,For salg av våre produkter søker vi etter deg som er en sulten og seriøs selger,1,,
8058219,2014-04-23,Butikk- og salgsarbeid,Det spiller ingen rolle om du er kvinne eller mann dreven selger eller nyutdannet og klar for verden,0,,
8058219,2014-04-23,Butikk- og salgsarbeid,Vi er opptatt av å få tak i deg som er resultatorientert motivert og har de rette personlige egenskapene,2,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",TOFA søker ny,0,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",Daglig leder i stilling,1,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",Vi søker etter en initiativrik person gjerne med høyere utdannelse bred kontaktflate gode samarbeidsevner og evnen til å jobbe selvstendig,2,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",Arbeidet består i å legge til rette for fiske og fiskeaktiviteter knyttet til elv sjø og innland samt kultiveringsarbeid knyttet til Nidelva og en rekke vann i Trondheims omland,1,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",Informasjonsarbeid fiskearrangementer samt arbeid mot TOFA sine samarbeidspartnere vil være sentrale oppgaver,1,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",Se mer info på www,0,,
8401171,2014-06-30,"Jordbruk, skogbruk og fiske",eller om TOFA på hjemmesiden www,0,,
7403317,2014-02-20,Reiseliv og transport,Consenzo søker bartender,1,,
7403317,2014-02-20,Reiseliv og transport,Vi trenger en sosial og pålitelig bartender som kan tiltre snarest,2,,
7403317,2014-02-20,Reiseliv og transport,Den vi søker har relevant jobberfaring og har gode drinkeferdigheter,3,,
7403317,2014-02-20,Reiseliv og transport,Kunnskap om mat og vin er også et pluss da stillingen også innebærer en del matservering,3,,
7403317,2014-02-20,Reiseliv og transport,Send e mail,0,,
7437325,2014-02-25,Bygg og anlegg,Mest kjøring av gravemaskiner avforskellige størelser samt litt lastebil,1,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Oppgavene vil være Reparasjon bøting og sluttbehandling av oppdrettsnøter fortrinnsvis sluttbehandling samt å delta i de daglige arbeidsoppgavene ved behov,1,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Ønskede kvalifikasjoner Allsidig og teknisk innsikt evnte og vilje til å stå på i travle perioder,2,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Bakgrunn fra tilsvarende virksomhet og kunnskap i bøtefaget vil være en fordel men ikke et krav,3,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",All opplæring vil bli gitt,0,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",For stillingen kan vi tilby et aktivt og spennende arbeidsmiljø,0,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Lønn etter avtale,0,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",For nærmere opplysninger om stillingen kontakt,0,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Kort søknad med CV sendes innen,0,,
8393215,2014-06-26,"Jordbruk, skogbruk og fiske",Vevelstad Forvik Vevelstad,0,,
8788635,2015-01-20,"Helse, pleie og omsorg",SØKNADSFRIST FOR ALLE STILLINGER SNAREST,0,,
8788635,2015-01-20,"Helse, pleie og omsorg",For en oppdatert oversikt over alle våre stillinger se www,0,,
8788635,2015-01-20,"Helse, pleie og omsorg",CV og søknad registreres i jobbsenteret på våre nettsider,0,,
8788635,2015-01-20,"Helse, pleie og omsorg",Vi tar forbehold om endringer i bemanningssituasjonen og besatte stillinger,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Me har ledig,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",x fast stilling som miljøterapeut ledig frå snarast vikarpool,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",x vikariat for miljøterapeut,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",x fast stilling som miljøterapeut ledig frå snarast,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",x vikariat som miljøarbeidar,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",Det er turnusarbeid med til ei kvar tid gjeldande turnus,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Dei som vert tilsett i vikarpoolen skal i hovudsak nyttast i alle verna bustader i Grandane,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",I tillegg må dei når dei har ledige vakter og ved ekstra behov nyttast andre stader i Spesialomsorg,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",I verna bustad Grandane er det f t timars dagvakter og timars nattevakter i av tiltaka medan det eine tiltaket også har kortare vakter,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",I andre verna bustader i spesialomsorg er det andre turnusordningar,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",Dersom det blir intern tilsetjing kan det bli ledig anna stillingsprosent,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Skriv i søknaden om du eventuelt vil vurderast,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Høgskuleutdanning innan helse og sosialfag,3,,
9150267,2015-08-24,"Helse, pleie og omsorg",Søkjarar som har erfaring med arbeid med tvang og makt samt erfaring med utagering vil verte føretrekt,3,,
9150267,2015-08-24,"Helse, pleie og omsorg",Den me søkjer etter må vere,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",positiv fleksibel sjølvstendig like å arbeide åleine og i team,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",god på kommunikasjon også den utan ord,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",gode evner til å følge instruksar prosedyrar og dokumentere desse,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",takle akutte situasjoner og skape ro i situasjonen,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",arbeide systematisk etter dagleg arbeidsplan,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",like å vere ute og vere i fysisk aktivitet,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",gode ferdigheitar i norsk både skriftleg og munnleg,2,,
9150267,2015-08-24,"Helse, pleie og omsorg",ha sertifikat og skal vere sjåfør for brukar,3,,
9150267,2015-08-24,"Helse, pleie og omsorg",Menn vert oppmoda om å søkje,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Personlege eigenskapar og erfaring frå liknande arbeid vil verte vektlagt,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Løn og tilsettingsvilkår,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Løn etter utdanning og praksis i henhold til HTA,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",I tillegg vert det utbetalt ei ekstra godtgjersle på kr,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",år for arbeid i Grandane bufellesskap,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Politiattest vil verte krevd,3,,
9150267,2015-08-24,"Helse, pleie og omsorg",vert trekt til tariffesta tenestepensjon,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Det er månader prøvetid for nytilsette i Årdal kommune,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Gå til ledige stillingar i høgre meny på Årdal kommune si heimeside www,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Der får du lista opp stillingar som er lyst ut,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Klikk på den stillingen du vil søkje på vel søk stilling i høgre bilete,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Logg deg på med brukarnamn og passord,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Dersom du allereie er tilsett i kommunen eller har vore søkjar før så bruk tildelt brukarnamn passord eller bruk gløymt passord,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Er du ny søkjar så må du registrere deg,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Følg instruksjon og trykk neste for å komme vidare,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Det er kun endringar i CV som vert lagra dersom du loggar deg ut før du har sendt søknaden,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Alle søknader på ledige stillingar i Årdal kommune skal registrerast elektronisk,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Dersom du treng hjelp til innlegging ta kontakt med Personalavdelinga på tlf,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Etter at søknadsfristen er ute vil du motta ei stadfesting på at søknaden er motteken,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Årdal kommune praktiserer meiroffentlegheit,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Opplysning om søkjar kan bli offentleggjort sjølv om søkjar har oppmoda om det motsette,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Søkjar vil da bli kontakta i framkant,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",lova,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Stillingtype Fast heiltid,0,,
9150267,2015-08-24,"Helse, pleie og omsorg",Leiar for spesialomsorg Mobil,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",Leiar verna bustader Grandane,1,,
9150267,2015-08-24,"Helse, pleie og omsorg",For fullstendig utlysningstekst og elektronisk søknadsskjema,0,,
8965991,2015-05-28,Ledere,We are looking for the right marketing professional to bring Joubel s HP technology to the global market,1,,
8965991,2015-05-28,Ledere,Who are we looking for,0,,
8965991,2015-05-28,Ledere,Develop and execute online marketing strategy for,1,,
8965991,2015-05-28,Ledere,SEM SEO,0,,
8965991,2015-05-28,Ledere,og E commerce,0,,
8965991,2015-05-28,Ledere,Create and update market plans for Joubel,1,,
8965991,2015-05-28,Ledere,Further develop and manage Joubel s identity and marketing strategy,1,,
8965991,2015-05-28,Ledere,Grow our presence through social media channels,1,,
8965991,2015-05-28,Ledere,Evaluate organize manage and contribute to all social media channels in an effort to achieve corporate objectives while ensuring a consistent marketing message,1,,
8965991,2015-05-28,Ledere,Global marketing experience preferably with proven results,3,,
8965991,2015-05-28,Ledere,Internet marketing experience,3,,
8965991,2015-05-28,Ledere,Excellent command of written and spoken English,3,,
8965991,2015-05-28,Ledere,Social media management and skills,3,,
8965991,2015-05-28,Ledere,Strong operational project management and communication skills,2,,
8965991,2015-05-28,Ledere,Focused analytic and strategic,2,,
8965991,2015-05-28,Ledere,Keen sense of tactics,2,,
8965991,2015-05-28,Ledere,Appetite for success,2,,
8965991,2015-05-28,Ledere,Ability to roll up your sleeves to get things done,2,,
8965991,2015-05-28,Ledere,Competitive salary and OTP,0,,
8965991,2015-05-28,Ledere,The opportunity to join our fast growing team early and have a great influence over the future of Joubel,0,,
8965991,2015-05-28,Ledere,Potentially be part of changing the future for internet content,0,,
8965991,2015-05-28,Ledere,Exceptionally engaged dedicated and highly skilled colleagues,2,,
8965991,2015-05-28,Ledere,Highly efficient work environment goal oriented and high spirited,0,,
8965991,2015-05-28,Ledere,Stock options to the right candidates,0,,
8965991,2015-05-28,Ledere,Press here for more information about Joubel,0,,
8965991,2015-05-28,Ledere,Storgata Tromsø,0,,
8965991,2015-05-28,Ledere,Annonsør Joubel AS,1,,
8965991,2015-05-28,Ledere,Antall stillinger,0,,
8965991,2015-05-28,Ledere,For elektronisk søknadsskjema,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Lyst å jobbe i Aktivitetsskolen på Vahl,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Aktivitetsskolen på Vahl har ledig stilling er som assistent i en gruppe med barn med spesielle behov,1,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Stillingen e er på,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,og oppstart er august,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Vi søker assistenter som liker utfordringer og som er motiverte for å jobbe med barn fra ulike kulturer og med spesielle behov,1,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Fleksibilitet og samarbeidsevne er en forutsetning,2,,
9013178,2015-06-18,Barne- og ungdomsarbeid,På AKS vil du jobbe i team med erfarne og engasjerte baseledere og assistenter,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Ta gjerne kontakt med,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Aktuelle søkere vil bli kalt inn til intervju og vi ser fram til å møte deg,0,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Tilsetting er betinget av et godt norsk språk egnethet og godkjent politiattest,3,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Fagskole Fagbrev år,3,,
9013178,2015-06-18,Barne- og ungdomsarbeid,Sted Herslebs gate Oslo,0,,
8881139,2015-03-26,Ingeniør- og ikt-fag,Medarbeider fagansvarlig ingeniør innen maskinteknikk,1,,
8881139,2015-03-26,Ingeniør- og ikt-fag,du vil sammen med dyktige kolleger følge opp normer pålegg prosedyrer og retningslinjer innen fagområdet slik at vi oppnår sikre og effektive leveranser,1,,
8881139,2015-03-26,Ingeniør- og ikt-fag,du vil sammen med oss andre skape både faglig bredde og være en viktig bidragsyter til vår samlede kompetanseutvikling,0,,
8881139,2015-03-26,Ingeniør- og ikt-fag,noe reisevirksomhet må påregnes,0,,
8881139,2015-03-26,Ingeniør- og ikt-fag,har praktisk erfaring med operativ drift,3,,
8881139,2015-03-26,Ingeniør- og ikt-fag,kan jobbe under strenge sikkerhetskrav,3,,
8881139,2015-03-26,Ingeniør- og ikt-fag,tilleggsutdannelse eller erfaring som prosjektleder vil være positivt,3,,
8881139,2015-03-26,Ingeniør- og ikt-fag,god muntlig fremstillingsevne i norsk og eller engelsk,2,,
8881139,2015-03-26,Ingeniør- og ikt-fag,fordel med god kunnskap om tekniske systemer innen jernbanekjøretøy,3,,
8881139,2015-03-26,Ingeniør- og ikt-fag,ønsker å bidra med din kompetanse i vårt fagmiljø,0,,
8881139,2015-03-26,Ingeniør- og ikt-fag,systematisk nøyaktig og målrettet,2,,
8881139,2015-03-26,Ingeniør- og ikt-fag,like å jobbe i team,2,,
