Stilling id;Registrert dato;Yrke grovgruppe;Setning;Kategori
8639338;2014-10-22;Helse, pleie og omsorg;For mer informasjon og elektronisk søknadsskjema ;
7517780;2014-03-07;Akademiske yrker;er det ledig stilling som ;
7517780;2014-03-07;Akademiske yrker;Tjenestested Lutvann Oslo ;
7517780;2014-03-07;Akademiske yrker;Stillingsinnehaveren inngår i et kollektivt miljø der det vil det bli lagt vekt på å bidra til å løse løpende fellesoppgaver ;
7517780;2014-03-07;Akademiske yrker;Divisjonen er under utvikling og endringer i forhold til stillingens ansvarsområde kan påregnes ;
7517780;2014-03-07;Akademiske yrker;Det kreves universitets ;
7517780;2014-03-07;Akademiske yrker;eller høgskoleutdanning med relevant fagfelt års ledererfaring og forvaltningstjeneste ;
7517780;2014-03-07;Akademiske yrker;Det kreves god muntlig og skriftlig fremstillingsevne ;
7517780;2014-03-07;Akademiske yrker;Annen utdanning og relevant tjenesteerfaring vil etter vurdering kunne kompensere for manglende formell utdanning ;
7517780;2014-03-07;Akademiske yrker;Det vil bli lagt vekt på erfaring i bruk av SAP personlige egenskaper som gode samarbeidsevner og analytiske evner ;
7517780;2014-03-07;Akademiske yrker;Det vil bli foretatt intervju av aktuelle kandidater og resultatet av intervjuet og søknaden vil kriterier i utvelgelsesprosessen ;
7517780;2014-03-07;Akademiske yrker;Relevante attester og vitnemål må legges ved søknaden ;
7517780;2014-03-07;Akademiske yrker;Det må påregnes kurs utdanning innenfor fagfeltet ;
7517780;2014-03-07;Akademiske yrker;Stillingen lønnes etter Statens lønnsregulativ ltr ;
7517780;2014-03-07;Akademiske yrker; fra kr ;
7517780;2014-03-07;Akademiske yrker; til kr ;
7517780;2014-03-07;Akademiske yrker;Lønnsplassering etter kvalifikasjoner ;
7517780;2014-03-07;Akademiske yrker;Fra lønnen trekkes lovfestet pensjonsinnskudd til ;
7517780;2014-03-07;Akademiske yrker;Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen ;
7517780;2014-03-07;Akademiske yrker;Det er derfor et personalpolitisk mål å oppnå en balansert alders ;
7517780;2014-03-07;Akademiske yrker;og kjønnssammensetning og rekruttere personer med innvandrerbakgrunn ;
7517780;2014-03-07;Akademiske yrker;Personer med innvandrerbakgrunn oppfordres til å søke ;
7517780;2014-03-07;Akademiske yrker;virksomhet legger Forsvaret vekt på å legge til rette arbeidsforholdet for personer med redusert funksjonsevne ;
7517780;2014-03-07;Akademiske yrker;Vi tilbyr en stilling med utfordrende arbeidsoppgaver i en kunnskapsrik organisasjon og et hyggelig og uformelt arbeidsmiljø ;
7517780;2014-03-07;Akademiske yrker;Her er mulighet for faglig utvikling og kurs opplæring innen fagfeltet ;
7517780;2014-03-07;Akademiske yrker;Vi har fleksibel arbeidstid og mulighet for trening inntil timer pr uke i arbeidstiden ;
7517780;2014-03-07;Akademiske yrker;Nærmere opplysninger om stillingen kan fås ved henvendelse til seksjonssjef ;
7517780;2014-03-07;Akademiske yrker;Vi oppfordrer til å søke elektronisk via link på siden ;
7517780;2014-03-07;Akademiske yrker;Spørsmål vedrørende elektronisk søknadsskjema rettes til personalkonsulent ;
7517780;2014-03-07;Akademiske yrker;Søknader som sendes per post må merkes FAØ ;
7517780;2014-03-07;Akademiske yrker; og sendes til ;
7517780;2014-03-07;Akademiske yrker;Postboks Postmottak Lillehammer ;
7517780;2014-03-07;Akademiske yrker;Mottatte saksdokumenter vil ikke bli returnert ;
7517780;2014-03-07;Akademiske yrker; tlf ;
7517780;2014-03-07;Akademiske yrker;Bodin tlf ;
7517780;2014-03-07;Akademiske yrker;For elektronisk søknadsskjema ;
7269715;2014-01-02;Akademiske yrker;Vil du være trainee i et av Norges største advokatfirma ;
7269715;2014-01-02;Akademiske yrker;er et av Norges største forretningsjuridiske advokatfirmaer med over profesjonelle medarbeidere med spisskompetanse innen transaksjoner skatt og avgift samt forretningsjus ;
7269715;2014-01-02;Akademiske yrker;Advokatfirmaet er organisert i faggrupper og tverrfaglige bransjegrupper for på best mulig måte kunne yte service med høy faglig kvalitet overfor våre kunder ;
7269715;2014-01-02;Akademiske yrker;Som trainee i vil du få følelsen av hvordan det er å arbeide som advokatfullmektig i et av Norges største advokatfirma ;
7269715;2014-01-02;Akademiske yrker;Du vil få satt teori ut i praksis og gjennom god personlig oppfølging vil vi bidra til din faglige og personlige utvikling ;
7269715;2014-01-02;Akademiske yrker;I rekrutterer vi årlig opptil traineer til vårt kontor i Oslo samt traineer til våre kontorer i Stavanger Haugesund og Tønsberg ;
7269715;2014-01-02;Akademiske yrker;Traineeperiodene varer i ;
7269715;2014-01-02;Akademiske yrker; uker og er fordelt over hele året ;
7269715;2014-01-02;Akademiske yrker;Tiltredelse avklares og tilpasses den enkelte students ønsker og våre behov ;
7269715;2014-01-02;Akademiske yrker;Rekruttering av nyutdannede skjer i stor grad gjennom vårt traineeprogram ;
7269715;2014-01-02;Akademiske yrker;Vi rekrutterer traineer løpende og på Arbeidslivsdagene på UiO og UiB ;
7269715;2014-01-02;Akademiske yrker;Traineestillingene er hovedsakelig for studenter som ikke er ferdige å studere ;
7269715;2014-01-02;Akademiske yrker;Du vil få anledning til å utrede aktuelle rettslige spørsmål for våre advokater og få erfaring med å skrive utkast til brev notater og prosesskrift ;
7269715;2014-01-02;Akademiske yrker;Du vil få mulighet til å være involvert i klientmøter være med i rettssalen og delta på interne advokatmøter ;
7269715;2014-01-02;Akademiske yrker;Du vil få tildelt en fadder som gir deg råd og påser at du får varierte arbeidsoppgaver som gir et høyt faglig utbytte ;
7269715;2014-01-02;Akademiske yrker;Søkere til traineestilling i må ha kommet minimum halvveis i studiet i jus rettsvitenskap ;
7269715;2014-01-02;Akademiske yrker;Vår samarbeidsorienterte bedriftskultur og omfattende lærings ;
7269715;2014-01-02;Akademiske yrker;og utviklingsmuligheter er bakgrunnen for at Deloitte er blant de foretrukne selskaper for nyutdannede ;
7269715;2014-01-02;Akademiske yrker;For fullstendig utlysningstekst og elektronisk søknadsskjema ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Jobbnorge ID ;
7271560;2014-01-07;Serviceyrker og annet arbeid; gangs utlysning ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Tromsø fengsel har ledig ;
7271560;2014-01-07;Serviceyrker og annet arbeid;stilling som verksbetjent ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Verkstedet er bemannet med verksbetjenter og er delt inn i en mekanisk avdeling tynnplate avdeling samt et motorverksted ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Betjenten skal rettlede og holde de innsatte sysselsatt ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Arbeidet som verkstedet utfører er i hovedsak produksjon og reparasjon for private offentlige samt bedrifter i nærområdet ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Stillingen innebærer også kreativ tenking og utvikling av nye produkter samt metoder for opplæring av innsatte innenfor fengslets sikkerhetsrammer ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Organisatorisk er stillingen underlagt verksmester ved anstalten og arbeidet vil i hovedsak være ved verkstedet på avdeling for høyt sikkerhetsnivå ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Det er utarbeidet arbeidsbeskrivelse for stillingen ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Søkeren må være villig til å gjennomføre pålagte kurs og utdanning som kreves ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Kvalifikasjoner Fagutdanning med fagbrev innen et eller flere av områdene som er beskrevet ovenfor samt at det vil det bli vektlagt praksis innen overnevnte fag ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Personlige egenskaper Søkeren må tilstrebe en god kommunikasjon med samt ha evne og vilje til å skape et godt arbeidsmiljø blant ansatte innsatte ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Gode samarbeidsegenskaper samt evne til planlegging innenfor eget arbeidsområde kreves ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Personlig egnethet for stillingen vil bli vektlagt ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Stillingen er plassert i lønnsramme alternativ i statens regulativ ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Fra bruttolønn trekkes innskudd til Statens pensjonskasse ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Stillingen tiltredes etter avtale ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Det må ikke være noe å utsette på vandelen til tilsatte i kriminalomsorgen ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Utfyllende politiattest må fremlegges ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Den statelige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Det er derfor et personalpolitisk mål å oppnå en balansert alders og kjønnssammensetning og å rekruttere personer med innvandrerbakgrunn ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Vi oppfordrer alle kvalifiserte kandidater til å søke stillingen ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Nærmere opplysninger om stillingen gis av ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Søknad med CV sendes elektronisk via denne siden jobbnorge ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Kopi av vitnemål og attester bringes med ved intervju ;
7271560;2014-01-07;Serviceyrker og annet arbeid;Se annonsen og søk på stillingen www ;
7381169;2014-02-17;Industriarbeid;Responsibilities and tasks ;
7381169;2014-02-17;Industriarbeid;Summer internship in one of our electrical discipline ;
7381169;2014-02-17;Industriarbeid;groups in Kristiansand ;
7381169;2014-02-17;Industriarbeid;Qualifications og personal attributes ;
7381169;2014-02-17;Industriarbeid;Student and or technical background ;
7381169;2014-02-17;Industriarbeid;Good communication skills verbal and written ;
7381169;2014-02-17;Industriarbeid;and English skills ;
7381169;2014-02-17;Industriarbeid;Ability to work well in a team as well as independently ;
7381169;2014-02-17;Industriarbeid;Friendly colleagues in an industry with a bright future ;
7381169;2014-02-17;Industriarbeid;An environment where you are encouraged to develop your skills and share your knowledge with your colleagues ;
7381169;2014-02-17;Industriarbeid;Competitive benefits and strong focus on work ;
7381169;2014-02-17;Industriarbeid;Friendly colleagues in an industry with a bright future ;
7381169;2014-02-17;Industriarbeid;An environment where you are encouraged to develop your skills and share your knowledge with your colleagues ;
7381169;2014-02-17;Industriarbeid;Competitive benefits and strong focus on work ;
7381169;2014-02-17;Industriarbeid;Exciting job opportunities with a great potential for professional development ;
8519910;2014-08-27;Barne- og ungdomsarbeid;En års gammel gutt med spesielle behov trenger flere assistenter som kan jobbe fra tidlig morgen kl ;
8519910;2014-08-27;Barne- og ungdomsarbeid; samt kveldstid fra kl ;
8519910;2014-08-27;Barne- og ungdomsarbeid; samt i helger og helligdager ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Han trenger også noen som kan ta snømåking vinterestid fra kl ;
8519910;2014-08-27;Barne- og ungdomsarbeid; så han kommer seg på skolen ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Menn oppfordres til å søke ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Han må ha hjelp med personlig hygiene kommunikasjon spising og være fysisk aktiv ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Han går selv og veldig sosial og blid gutt ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Politiattest vil bli innhentet ;
8519910;2014-08-27;Barne- og ungdomsarbeid;Om dette er av interesse ta kontakt på telefon eller e post ;
7587651;2014-03-17;Ingeniør- og ikt-fag;I tillegg tilbyr vi gavepapir julepapir bånd bæreposer smykkeskrin smykkeemballasje gaveartikler lærvarer og pussemidler ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Vi holder til i egne lokaler m på Rolvsøy i Fredrikstad med ansatte ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Der har vi administrasjon salgs ;
7587651;2014-03-17;Ingeniør- og ikt-fag;og utviklingsavdeling produksjonslokaler lager og lagerhotell ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Vi har nå behov for en nyopprettet stilling som ;
7587651;2014-03-17;Ingeniør- og ikt-fag;ordremedarbeider i fast stilling ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Støtte til ordremottak ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Etablering og overvåkning av sosiale medier ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Vedlikehold av kataloger og søkedatabaser ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Fordel med kunnskap om vedlikehold server maskiner og mykvare men intet krav ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Må kunne Office godt ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Gjerne kjennskap til ;
7587651;2014-03-17;Ingeniør- og ikt-fag;eller liknende arbeidserfaring ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Er dette den riktige jobben for deg ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Søk direkte på link ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Vil du vite mer om stillingen ta kontakt med ;
7587651;2014-03-17;Ingeniør- og ikt-fag;AS på tlf ;
7587651;2014-03-17;Ingeniør- og ikt-fag;Tiltredelse Etter avtale ;
7587651;2014-03-17;Ingeniør- og ikt-fag; mob epost ;
7587651;2014-03-17;Ingeniør- og ikt-fag;For elektronisk søknadsskjema ;
7440254;2014-02-25;Industriarbeid;FERIEVIKAR VED KLEIVE OMSORGSSENTER I SOMMER ;
7440254;2014-02-25;Industriarbeid;Sommeren er ikke her riktig enda men vi på Kleive omsorgssenter ;
7440254;2014-02-25;Industriarbeid;ønsker å være ute i god tid ;
7440254;2014-02-25;Industriarbeid;Nå lurer vi på om du kan tenke deg å være ;
7440254;2014-02-25;Industriarbeid;vikar hos oss i sommer ;
7440254;2014-02-25;Industriarbeid;Om du ønsker jobb bes du om å tenke over følgende ;
7440254;2014-02-25;Industriarbeid;Hvor du ønsker å jobbe ;
7440254;2014-02-25;Industriarbeid;Kjøkkenet dagsenteret hjemmetjenesten ;
7440254;2014-02-25;Industriarbeid;vaskeriet eller sykehjemmet ;
7440254;2014-02-25;Industriarbeid;Hvor lenge du vil kan jobbe ;
7440254;2014-02-25;Industriarbeid; Sommerferien strekker seg fra uke til ;
7440254;2014-02-25;Industriarbeid;og med uke ;
7440254;2014-02-25;Industriarbeid;Skal du avvikle ferie ;
7440254;2014-02-25;Industriarbeid;Hvor stor stilling kan du tenke deg å jobbe ;
7440254;2014-02-25;Industriarbeid;Bruk elektronisk søknadsskjema som du finner ved å gå til søknad ;
7440254;2014-02-25;Industriarbeid;Søknadsfrist april ;
7440254;2014-02-25;Industriarbeid;Velkommen til oss ;
7440254;2014-02-25;Industriarbeid;For søknadsskjema www ;
8742254;2014-12-12;Serviceyrker og annet arbeid;Vikariat som etterforsker ;
8742254;2014-12-12;Serviceyrker og annet arbeid;Seksjon for seksuallovbrudd ;
8742254;2014-12-12;Serviceyrker og annet arbeid;dersom medarbeideren har relevant kompetanse kan det bli aktuelt å foreta avhør etter metoden om sekvensielle avhør ;
8742254;2014-12-12;Serviceyrker og annet arbeid;bidra til kompetanseoverføring og kompetanseutvikling innen fagfeltet ;
8742254;2014-12-12;Serviceyrker og annet arbeid;bidra til metodeutvikling ;
8742254;2014-12-12;Serviceyrker og annet arbeid;utdanning i og erfaring med avhør der man bruker lyd og eller bilde ;
8742254;2014-12-12;Serviceyrker og annet arbeid;god kjennskap til politiets datasystemer ;
8742254;2014-12-12;Serviceyrker og annet arbeid;god skriftlig og muntlig fremstillingsevne på norsk ;
8742254;2014-12-12;Serviceyrker og annet arbeid;beherske engelsk skriftlig og muntlig ;
8742254;2014-12-12;Serviceyrker og annet arbeid;videreutdanning i avhør av barn og ungdom ;
8742254;2014-12-12;Serviceyrker og annet arbeid;erfaring med dommeravhør og avhør av barn ;
8742254;2014-12-12;Serviceyrker og annet arbeid;videreutdanning i etterforskning av seksuallovbrudd ;
8742254;2014-12-12;Serviceyrker og annet arbeid;bred erfaring fra etterforskning av seksuelle overgrep og eller alvorlig vold mot barn ;
8742254;2014-12-12;Serviceyrker og annet arbeid;evne og vilje til faglig utvikling ;
8742254;2014-12-12;Serviceyrker og annet arbeid;tiltredelse etter avtale ;
8742254;2014-12-12;Serviceyrker og annet arbeid;et hyggelig miljø med varierte og utfordrende arbeidsoppgaver samt gode utviklingsmuligheter ;
8742254;2014-12-12;Serviceyrker og annet arbeid;medlemskap i Statens pensjonskasse ;
8742254;2014-12-12;Serviceyrker og annet arbeid;Medlemskapet gir en god tjenesteordning yrkesskade ;
8742254;2014-12-12;Serviceyrker og annet arbeid;og gruppelivsforsikring og mulighet for gunstig boliglån ;
8742254;2014-12-12;Serviceyrker og annet arbeid;mulighet for trening i arbeidstiden ;
8742254;2014-12-12;Serviceyrker og annet arbeid;mulighet for leie av P plass i garasje ;
8742254;2014-12-12;Serviceyrker og annet arbeid;sentral beliggenhet på Bryn mht ;
8742254;2014-12-12;Serviceyrker og annet arbeid;tog T bane og bussforbindelser ;
8742254;2014-12-12;Serviceyrker og annet arbeid;Brynsalléen Oslo Oslo ;
8742254;2014-12-12;Serviceyrker og annet arbeid;For elektronisk søknadsskjema ;
8742254;2014-12-12;Serviceyrker og annet arbeid;no wcmain advertviewpublic ;
8682133;2014-11-11;Reiseliv og transport;og Bar søker nye servitører til restauranten ;
8682133;2014-11-11;Reiseliv og transport;Vi søker både heltid og deltidsansatte ;
8682133;2014-11-11;Reiseliv og transport;Erfaring fra á la carte servering samt kjennskap til kinesisk mat og kultur er en fordel men ikke et krav ;
8682133;2014-11-11;Reiseliv og transport;Søkere bes legge ved bilde ved søknad ;
8643332;2014-10-24;Kontorarbeid;vidaregåande skule er det ledig stilling som kontormedarbeidar frå ;
8643332;2014-10-24;Kontorarbeid;Vi søkjer etter ein systematisk sjølvstendig og serviceinnstilt person med relevant kontorfagleg bakgrunn og gode data ;
8643332;2014-10-24;Kontorarbeid;kunnskapar til variert arbeid innan skuleadministrasjon elevdokumentasjon og elevretta arbeid ;
8643332;2014-10-24;Kontorarbeid;Den som vert tilsett går inn i eit team på tre medarbeidarar ;
8643332;2014-10-24;Kontorarbeid;Arbeidserfaring og personlege eigenskaper vert særleg vektlagt ved tilsetting ;
8643332;2014-10-24;Kontorarbeid;Tilsetjing skjer på vanlege vilkår etter lov forskrift og reglement ;
8643332;2014-10-24;Kontorarbeid;Arbeidsavtale trer i kraft etter at det er lagt fram tilfredsstillande politiattest ;
8643332;2014-10-24;Kontorarbeid;For stillinga gjeld prøvetid på md ;
8643332;2014-10-24;Kontorarbeid;Vi tek atterhald om at tilsette i Sogn og ;
8643332;2014-10-24;Kontorarbeid;kan ha førerett til stillinga ;
8643332;2014-10-24;Kontorarbeid;Nærare opplysningar om stillinga kan ein få ved å vende seg til Flora vidaregåande skule v rektor tlf ;
8643332;2014-10-24;Kontorarbeid;Søknad sendast elektronisk via link på www ;
8643332;2014-10-24;Kontorarbeid;no under ledige stillingar innan ;
8643332;2014-10-24;Kontorarbeid; november ;
8643332;2014-10-24;Kontorarbeid;Fast søkelink for SFJ ;
7286131;2014-02-04;Ledere;Vi søker en erfaren og kommersielt orientert ;
7286131;2014-02-04;Ledere;til Continentals nordiske virksomhet ;
7286131;2014-02-04;Ledere;Du vil ha overordnet ansvar for Continentals markedsføringsstrategi innen ;
7286131;2014-02-04;Ledere;i det nordiske markedet ;
7286131;2014-02-04;Ledere;Stillingen rapporterer bl ;
7286131;2014-02-04;Ledere;a til Head of ;
7286131;2014-02-04;Ledere;Ansvarsområder er Ansvarlig for Continentals merkevarestrategi kommunikasjon og gjennomføring av markedsføringsaktiviteter for ;
7286131;2014-02-04;Ledere;Utvikle prisstrategier for det nordiske markedet for ;
7286131;2014-02-04;Ledere;Stillingen deltar i Continentals europeiske team med ansvar for prisstrategi ;
7286131;2014-02-04;Ledere;Utvikle implementere og kontinuerlig evaluere produktstrategien for det nordiske markedet ;
7286131;2014-02-04;Ledere;Organisere implementere og sikre best practice strategi for bruk av salgs ;
7286131;2014-02-04;Ledere;og forretningsplattformer spesielt rettet mot storkunder flåtesalg ;
7286131;2014-02-04;Ledere;Personalansvar og ansvarlig for å videreutvikle ;
7286131;2014-02-04;Ledere;Den rette kandidat har minimum års erfaring med markedsføring og eller salg fra nordisk virksomhet ;
7286131;2014-02-04;Ledere;Du har erfaring i å lede og utvikle produkt ;
7286131;2014-02-04;Ledere;og prisstrategi mot BB markedet i et internasjonalt konsern ;
7286131;2014-02-04;Ledere;Videre er du erfaren med å lede team og endringsprosesser og utøver naturlig lederskap i din rolle ;
7286131;2014-02-04;Ledere;Som person er du selvgående men team ;
7286131;2014-02-04;Ledere;orientert og du tilfører energi og driv til prosjektene du leder ;
7286131;2014-02-04;Ledere;Du arbeider strukturert og målrettet og er opptatt av å skape felles resultater ;
7286131;2014-02-04;Ledere;Gode kommunikasjonsevner skriftlig og muntlig på engelsk og et skandinavisk språk er et krav ;
7286131;2014-02-04;Ledere;Reising må påregnes i stillingen ;
7286131;2014-02-04;Ledere;Vi tilbyr en sentral posisjon innen et viktig forretningsområde i et selskap med en sterk merkevare og meget god markedsposisjon både i Norden og internasjonalt ;
7286131;2014-02-04;Ledere;Stillingen kan være plassert enten i Oslo eller i Göteborg sammen med Continental Däck Sverige AB ;
7286131;2014-02-04;Ledere;For elektronisk søknadsskjema ;
8694218;2014-11-17;Kontorarbeid; ansatte og holder til på Årnes i Nes ;
8694218;2014-11-17;Kontorarbeid;Vi søker en allsidig og fleksibel medarbeider til vår administrasjon ;
8694218;2014-11-17;Kontorarbeid;Oppgavene består i fakturering innkjøp og andre administrative oppgaver i nært samarbeid med økonomiansvarlig ;
8694218;2014-11-17;Kontorarbeid;Det er en fordel med erfaring fra tilsvarende oppgaver ;
8694218;2014-11-17;Kontorarbeid;Stillingen er i første omgang ett års vikariat men med store muligheter for fast ansettelse ;
8694218;2014-11-17;Kontorarbeid;Spørsmål kan rettes til ;
8694218;2014-11-17;Kontorarbeid;Søknad sendes på mail ;
8694218;2014-11-17;Kontorarbeid;eller pr post til ;
8694218;2014-11-17;Kontorarbeid;Søknadene vil fortløpende bli vurdert ;
7429916;2014-02-24;Bygg og anlegg;Dersom du er interessert ta kontakt med ;
7429916;2014-02-24;Bygg og anlegg;for mer informasjon vedr ;
7429916;2014-02-24;Bygg og anlegg;de forskjellige stillingene eller send CV og vitnemål på e post ;
7735002;2014-04-02;Undervisning; er det ledig fast stilling som styrar pedagogisk leiar i Holmedal barnehage ;
7735002;2014-04-02;Undervisning;Styrardelen utgjer av stillinga ;
7735002;2014-04-02;Undervisning;Styrar arbeider i nettverk med dei andre barnehagestyrarane i kommunen ;
7735002;2014-04-02;Undervisning;Barnehagane arbeider aktivt med vurdering og kvalitetsutvikling i samarbeid med fem andre kommunar i regionen ;
7735002;2014-04-02;Undervisning;I Askvoll er det politisk vedteke at det skal det vere to pedagogar per avdeling ;
7735002;2014-04-02;Undervisning;Askvoll kommune legg særleg vekt på styrar sitt ansvar for den pedagogiske leiinga i barnehagen ;
7735002;2014-04-02;Undervisning;Det krevst utdanning som førskulelærar ;
7735002;2014-04-02;Undervisning;Vi søkjer etter ein styrar som ;
7735002;2014-04-02;Undervisning;er engasjert og målretta ;
7735002;2014-04-02;Undervisning;er fleksibel og har gode samarbeids ;
7735002;2014-04-02;Undervisning;er tydeleg og motiverande ;
7735002;2014-04-02;Undervisning;er motivert for leik og læring ;
7735002;2014-04-02;Undervisning;For nærare opplysningar ta kontakt med kommunalsjef ;
7735002;2014-04-02;Undervisning;Aktuelle søkjarar vert kalla inn til intervju ;
7735002;2014-04-02;Undervisning;Tilsetjing skjer på dei vilkår og med dei plikter som til ei kvar tid går fram av gjeldande lover reglar og tariffavtalar ;
7735002;2014-04-02;Undervisning;Pensjonsmedlemsskap i KLP ;
7735002;2014-04-02;Undervisning;Politiattest og tuberkulinattest av ny dato må leggjast fram ved tilsetjing ;
7735002;2014-04-02;Undervisning;Søknad må sendast via vårt digitale søknadssenter innan ;
7735002;2014-04-02;Undervisning;Vel skjema Søknad på stilling ;
7735002;2014-04-02;Undervisning;Hugs å oppgje saksnr ;
8266897;2014-05-16;Meglere og konsulenter;Vi trenger deg på vinnerteamet ;
8266897;2014-05-16;Meglere og konsulenter;Gjensidige søker næringslivsselger i Bergen ;
8266897;2014-05-16;Meglere og konsulenter;Vi skal befeste vår posisjon som Norges ledende forsikringsselskap og søker derfor motivert og engasjert selger som vil være med å ta Gjensidige inn i fremtiden ;
8266897;2014-05-16;Meglere og konsulenter;Stillingen består i utadrettet salg av både Skade og Personforsikringer til Næringslivet i Bergen ;
8266897;2014-05-16;Meglere og konsulenter;Har du de rette verdiene og ambisjoner om å lykkes i salg kan dette være den rette jobben for deg ;
8266897;2014-05-16;Meglere og konsulenter;Har lyst til å jobbe med salg ;
8266897;2014-05-16;Meglere og konsulenter;Er det fødte optimist som alltid ser muligheter ;
8266897;2014-05-16;Meglere og konsulenter;Erfaring fra utadrettet salg til næringslivet ;
8266897;2014-05-16;Meglere og konsulenter;Strukturert selvgående og målrettet ;
8266897;2014-05-16;Meglere og konsulenter;Vilje og evne til å levere resultater over tid ;
8266897;2014-05-16;Meglere og konsulenter;Har utdanning utover videregående skole ;
8266897;2014-05-16;Meglere og konsulenter;Søknadsfrist mai ;
8266897;2014-05-16;Meglere og konsulenter;Søk på gjensidige ;
8230406;2014-05-12;Ledere;REMA Fabrikkvegen åpner i august ;
8230406;2014-05-12;Ledere;Vi søker medarbeidere og avdelingsledere med ulike ansvarsområder som ønsker å være med å forme og bygge opp vår nye butikk ;
8230406;2014-05-12;Ledere;REMA er Norges ledende dagligvarekjede og en av landets sterkeste merkevarer ;
8230406;2014-05-12;Ledere;Siden har REMA jobbet for å kunne tilby kunder over hele landet et godt valgt utvalg av dagligvarer av god kvalitet til de laveste prisene ;
8230406;2014-05-12;Ledere;Vi har en rekke ledige stillinger i vår nye butikk ;
8230406;2014-05-12;Ledere;Angi i søknadsteksten hvilken stilling du søker på ;
8230406;2014-05-12;Ledere;Felles for alle stillingene er at vi søker dyktige personer med interesse for mat og mennesker ;
8230406;2014-05-12;Ledere;Du må være flink til å inspirere andre ha en involverende og delegerende arbeidsstil ;
8230406;2014-05-12;Ledere;Du har kremmerånd er selvgående strukturert positiv og offensiv ;
8230406;2014-05-12;Ledere;I tillegg har du gjerne relevant erfaring fra den avdelingen du ønsker å jobbe med men nødvendig opplæring vil bli gitt ;
8230406;2014-05-12;Ledere;Den viktigste oppgaven for låseansvarlig butikkmedarbeideren er å skape gode handleopplevelser for kundene ;
8230406;2014-05-12;Ledere;I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet ;
8230406;2014-05-12;Ledere;ansvar for stenging av butikken ;
8230406;2014-05-12;Ledere;annet forefallent arbeid ;
8230406;2014-05-12;Ledere;Den viktigste oppgaven for butikkmedarbeideren er å skape gode handleopplevelser for kundene ;
8230406;2014-05-12;Ledere;I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet ;
8230406;2014-05-12;Ledere;annet forefallent arbeid ;
8230406;2014-05-12;Ledere;Den viktigste oppgaven for kassemedarbeideren er å skape gode handleopplevelser for kundene og sørge for et godt etterlatt sisteinntrykk ;
8230406;2014-05-12;Ledere;I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet ;
8230406;2014-05-12;Ledere;Frukt og grønt ;
8230406;2014-05-12;Ledere;Den viktigste oppgaven for frukt og grønt ;
8230406;2014-05-12;Ledere;ansvarlig er å skape gode handleopplevelser for kundene med spesielt fokus på frukt og grønt ;
8230406;2014-05-12;Ledere;I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid inkluderer jobben blant annet ;
