Stilling id;Registrert dato;Yrke grovgruppe;Stillingsbeskrivelse vasket
1149865;2006-06-29;Undervisning;Trafikklærer søkes til fast stilling ved vår kjøreskole i Narvik. Du må ha føreropplæring kl. B, gjerne kl. A, men ikke en nødvendighet. Vi tilbyr et meget godt arbeidsmiljø. Snarlig tiltredelse.
1249335;2006-12-08;Reiseliv og transport;Søker sjåfør for fast ansettelse. Snarlig tiltredelse. Kan ha bosted i Bergen.
1246111;2006-12-05;Akademiske yrker;"Det er ledig fast stilling i staben i Næringslivsavdelingen 
Avdelingen har hovedansvaret for oppfølging av industri på land og offshore, og klima og energiarbeidet i SFT. Avdelingen er organisert i 5 seksjoner og antall medarbeidere er ca. 70. I den administrative koordinatorfunksjonen er det totalt 2 årsverk og det rapporteres direkte til avdelingens direktør. 
Arbeidsområde
Drifte og utvikle stabsfunksjonen og gi nødvendig ledelses- og saksbehandlingsstøtte på det administrative området. Drift av ledermøter, avdelingsmøter og miljøfaglige arrangement i regi av avdelingen. 
Tilrettelegge og bistå avdelingsledelsen ved plan-, budsjett- og virksomhetsplanlegging og yte bistand i personal- og lønnsrelaterte oppgaver. 
Koordinere den administrative funksjonen mellom avdelingen og de sentrale enhetene og bistå i utviklingen av disse. 
Brukerstøtte på MS Office applikasjoner.
Kvalifikasjoner
Formell utdanning på høyskolenivå med relevant fagkrets, alternativt miljøfaglig utdanning med interesse og anlegg for administrativt arbeid. Relevant erfaring vil eventuelt kompensere for manglende formell utdanning. Erfaring fra tilsvarende funksjon er et ønske. 
Du har god rolleforståelse og kan prioritere, koordinere og sette grenser. 
Du er sørvis- og samarbeidsorientert og du tar initiativ og tak der det trengs. 
Du er en erfaren PC-bruker og har god kunnskap på MS Office.
Vi kan tilby
Gode muligheter for personlig og faglig utvikling. 
Et sosialt og godt arbeidsmiljø med fleksible arbeidstidsordninger. 
Gode pensjons- og forsikringsordninger inkludert mulighet for boliglån. 
Lønn i stillingskode 1054 kontorsjef, lønnstrinn 50-55, som i dag utgjør 362.700 til 396.500 kr.
Som IA-virksomhet ønsker SFT en balansert alders- og kjønnssammensetting samt å rekruttere flere personer med redusert funksjonsevne og personer med innvandrerbakgrunn.
Link til elektronisk søknadsskjema: Send søknad her.
"
1227597;2006-11-07;Barne- og ungdomsarbeid;"Mulighet for noen få timer i skolen. 
Lønns- og arbeidsvilkår:
Pliktig medlemskap i KLP/SPK. Vanlige kommunale ansettelsesvilkår. 
Send søknad med CV og kopier av vitnemål og attester.
"
1224263;2006-11-02;Meglere og konsulenter;"Manager skal lede og drive avdeling , som inkluderer marine operasjoner, engineering og utstyr/verktøy. 
Være en pådriver i forhold til å optimalisere administrasjonen og gjennomføringen av prosjekter i avdelingen. Kundekontakt i forbindelse med tilbudsarbeid og markedsføringstiltak. Budsjett og resultatansvar. Personalansvar for ca. 50 personer. 
Søker bør ha høyere utdanning fra høyskole eller universitet (Ingeniør/Sivilingeniør). ledererfaring. Operasjonell erfaring fra marine operasjoner. International prosjekterfaring er ønskelig. Økonomi/Prosjektadministrativ tileggsutdannelse er ønskelig. 
Nexans tilbyr en spennende lederrolle i et internationalt selskap i sterk vekt. Hyggelig og uformelt miljø kombinert med høy kompetanse og ekspertise innen fagområdet. Interne karrieremuligheter nasjonalt og internasjonalt. 
Vi imøreser sin søknad og CV via  
Alle henvendelser behandles konfidensielt, om ønskelig også overfor våre oppdragsgivere. Aktuelle søkere vil bli intervjuet fortløpende, vennligst send søknad snarest. 
"
1073647;2006-03-15;Barne- og ungdomsarbeid;"Vi har ledig stilling som assistent i vår barnehage. Stillingen er et vikariat på storebarnsavdelingen. (Barn i alderen 3-6 år) 
Veitvet barnehage har 4 avdelinger og holder til i midlertidige lokaler på Linderud skole. Barnehagen har to pedagogiske ledere og to assistenter på hver avdeling. Bydelens satsningsområder er språk, og vi jobber med språk og vennskap i vår barnehage.
 
Søknad sendes."
1204118;2006-10-03;Bygg og anlegg;"Vi søker selvstendige elektromontører/servieteknikere. 
Erfaring fra skips-/industri-installasjon vil være en fordel i begge kategorier. 
"
1164019;2006-08-03;Ingen yrkesbakgrunn eller uoppgitt;"Sønnen vår Sivert 4,5 år trenger omsorgsfulle, rolige, humoristiske og sterke assistenter, som er glade i å gå på tur, sang og musikk, svømme, leke og trene. Han trenger både faste assistenter og tilkallingsassistenter.
I utgangspunktet trenger vi assistanse fire hverdager i uken fra kl. 16.30-19.30 og ca. to helger pr. mnd.
Assistansen vil bestå i lek/aktivisering, inkl. svømming, gå tur m.v. Personlig stell, inkl. bading, bleieskift, kveldsstell.
Vi ønsker en meningsfull og positiv hverdag/fritid for Sivert; i tillegg til at assistanseordningen vil gi Sivert og resten av familien muligheter til å gjøre ting sammen. Ta kontakt for ytterligere informasjon.
Stillingstørrelse: Ca. 25 timer pr. uke.
Ta kontakt på e-post:  eller på telefon .
Vi ønsker oppgitt to referanser. Tiltredelse snarest.
 
Vår adr.: ,  15, 2050 Jessheim."
1065146;2006-03-02;Jordbruk, skogbruk og fiske;"Eidsvoll avløserring har 5 medlemmer, 4 med melkeproduksjon og 1 med gris.Alle bøndene bor sør i Eidsvoll kommune. Liten  bolig til disposisjon fra 1. juni på en av gårdene.
Eidsvoll ligger sentralt nord på Romerike, med korte avstander til friluftsområder, samt Oslo og Gardermoen."
1167771;2006-08-10;Jordbruk, skogbruk og fiske;2 mann søkes til seinot-/sildenotfiske.
1467721;2007-09-25;Meglere og konsulenter;"Ingeniør/Sivilingeniør salg og markedsføring
Arbeidsoppgavene omfatter salg- og markedsføring av Palls filtre og membransystemer overfor solar- og elektronikkindustrien, teknisk/økonomiske vurderinger av løsninger i samarbeid med kundene og Palls applikasjonsspesialister. Stillingen vil kunne utvides til å omfatte markedsansvaret for Norden.
Vi kan tilby selvstendig og utfordrende stilling i teammiljø. Opplæring vil bli ivaretatt innenfor Palls avdelinger i Europa.
Kontaktpersoner for stillingen er daglig leder  som treffes på telefon .
E-post:  Ellers finner du mer om Pall på www.pall.com
Vennligst legg ved CV, kopier av vitnemål og attester og merk e-post/konvolutten ""Solar""."
1438501;2007-08-20;Meglere og konsulenter;"Arbeidsoppgaver:
- Salg, budsjett og økonomistyring
- Profilering og markedsføring
- Personalansvar
Hovedoppgaven for butikksjefen er å drive butikken i henhold til FK-butikkens kjedekonsept både innenfor krav til nøkkeltall, profil og aktiviteter.
Ønskede kvalifikasjoner:
- Har erfaring fra butikk / varehandel el. salg/ markedsføring
- Er en dyktig motivator og opptatt av et godt arbeidsmiljø
- Er ellers selvstendig, resultatorientert og generelt ryddig
Fagbrev / varehandelens høyskole vil være en fordel. Du bør ha kjennskap til landbruket.
Søknad med CV sendes til e-post "
1350322;2007-04-23;Undervisning;" oppvekstsenter er det fra 1.8.07, ledig 100 % fast skolelederstilling som undervisningsinspektør.  
Fra 1.1.07 består Mosjøen oppvekstsenter av Skjervengan barnehage, Mosjøen skole, Mosjøen skole-SFO og Husvika skole. Rektor ved Mosjøen skole er leder for Mosjøen oppvekstsenter.
Undervisningsinspektør har i hovedsak sine ledelsesoppgaver ved Mosjøen skole, men har gjennom senterets organisering med ledergruppe også medansvar i forhold til de andre avdelingene i Mosjøen oppvekstsenter.
Ledergruppa ved Mosjøen oppvekstsenter består av leder/rektor, SFO-leder, undervisningsinspektør og barnehagestyrer. Det er utarbeidet stillingsbeskrivelse for undervisningsinspektør.
Mosjøen skole er en 1-7 skole med ca. 325 elever og SFO med ca 110 barn. Skolen har 50 medarbeidere. 
Skolen har fysisk aktivitet/helse, kompetanseutvikling, positive opplevelser, medvirkning/medansvar og tilpassa opplæring som satsningsområder. Skolen er også mottaksskole for minoritetsspråklige elever.
Undervisningsinspektøren har lederansvar som bl.a. innbefatter pedagogisk ledelse, administrativ ledelse og personalledelse. Undervisningsinspektøren er p.t. stedfortreder for rektor når han har fravær.
Mosjøen oppvekstsenter ønsker en leder som har:
- positiv serviceinnstilling i forhold til oppvekstsenterets brukere
- evne til å utøve lederskap i en organisasjon i endring og utvikling
- evne og vilje til helhetstenkning, teambygging og samarbeid
- evne til å motivere, delegere og veilede
- undervisningserfaring fra grunnskolen
- god digital kompetanse
- erfaring og utdanning i skoleledelse 
- evne til å utnytte skolens ressurser best mulig for å oppnå resultater
- evne til å jobbe utviklings- og resultatorientert. 
- stor arbeidskapasitet og god helse
- evne til stor fleksibilitet i arbeidsdagen
- videreutdanning i spes.ped eller sos.ped
Det vil bli lagt stor vekt på personlig egnethet i tilsettinga.
Den som skal tilsettes må fylle kompetansekravene til undervisningspersonell for 1. - 7. trinn, jfr. Opplæringslovens § 10.1.
Kvinner oppfordres spesielt til å søke.
For stillinga gjelder lønn etter nærmere avtale.
Stillingskode 7954: Fagleder.
Ved tilsetting må det legges fram tilfredsstillende politiattest i samsvar med Opplæringslovens § 10-9
For nærmere opplysninger om stillinga kan du kontakte enhetsleder/rektor , tel. . 
Aktuelle søkere blir innkalt til intervju og det må oppgis referanser i søknaden.
Det henvises til fullstendig utlysning på kommunens internettadresse: www.vefsn.kommune.no
Vefsn kommune benytter elektronisk søknad, og vi oppfordrer søkere til våre stillinger å bruke denne via våre internettsider www.vefsn.kommune.no
Eventuell manuell søknad med CV sendes til: Vefsn kommune, Postboks 560, 8651 Mosjøen. Konvolutten merkes med stillingstittel. Ansatte med intern fortrinnsrett vil bli foretrukket, forutsatt kvalifisert og egnet for stillingen. Ansettelse i kommunen skjer på de vilkår som til enhver tid går fram av gjeldende lover, reglement og tariffavtaler. Gode pensjons- og forsikringsvilkår. Vitnemål og attester blir ikke returnert. Søkerlister blir offentliggjort."
1522770;2007-12-03;Reiseliv og transport;"Vi holder til på bryggekanten midt i hjertet av Sandnessjøen,  baravd. Åpnet oktober -07.
Nå installerer vi kjøkken, det vil stå klart ca. jan. -08
I vår restaurant som åpner primo 2008, har vi ledige stillinger som servitører/kokk/kjøkkensjef både heltid og deltid.
 Din arbeidsoppgave vil i hovedsak være å servere/lage mat til våre gjester. Vi ønsker deg: med erfaring fra servitør-/kokkeyrket (kan diskuteres) som er utadvendt, positiv og som er full av stå på vilje, som er vennlig og omgjengelig, som er fylt 20 år.
 Vi kan tilby: Et meget godt arbeidsmiljø, jobb i hyggelige omgivelser, muligheten til å møte spennende mennesker. Arbeidstid: variert med både dagtid/kveld/helg/.
Send skriftlig søknad med attester og vitnemål
"
1278927;2007-01-25;Helse, pleie og omsorg;"I  v/Vefsn sykehjem er det ledig:
50 % fast sykepleier stilling, ledig fra dags dato, v/avd. Post 25.  Stillingshjemmel 34205.  Stillingen er p.t. turnus med arbeid hver tredje helg 
50 % sykepleier, vikariat fra dags dato til 01.09.07, v/avd. Post 25.  Stillingshjemmel 34210.  Stillingen er p.t. turnus med arbeid hver tredje helg 
Ved interne opprykk, kan det bli ledig andre stillinger/vikariater.
Våre ønsker:
Vi leter etter søkere som har et stort engasjement, og evne til å jobbe selvstendig.
Gode samarbeidsevner.
Det forutsettes god kjennskap til målgruppen
Personlig egnethet vil bli vektlagt
Vi kan tilby:
Vi kan tilby et stimulerende og spennende fagmiljø med gode utviklingsmuligheter.
Meningsfylte og spennende utfordringer.
Faglig og positivt arbeidsmiljø
Selvstendig arbeid
Lønn:  3-årig helse/sosialfaglig høgskole: kr 270 000 ¿ 308 200,-
          Hjelpepleier/omsorgsarbeider: kr 232 300 ¿ 269 300,-
Spørsmål angående stillingene kan rettes til avd.leder ved den enkelte avdeling. Tlf.
Vennligst oppgi telefonnummeret ditt i søknaden.
Vefsn kommune benytter elektronisk søknad, og vi oppfordrer søkere til våre stillinger å bruke denne via våre internettsider www.vefsn.kommune.no Eventuell manuell søknad med CV sendes til Vefsn kommune, Postboks 560, 8651 Mosjøen. Konvolutten merkes med stillingstittel. 
Felles for alle stillingene:
Ansatte med intern fortrinnsrett vil bli foretrukket, forutsatt kvalifisert og egnet for stillingen. Ansettelse i kommunen skjer på de vilkår som til enhver tid går fram av gjeldende lover, reglement og tariffavtaler. Gode pensjons- og forsikringsvilkår. Vitnemål og attester blir ikke retunert. Søkerliste blir offentliggjort.  
"
1487891;2007-10-18;Serviceyrker og annet arbeid;"I Stortingets husøkonomseksjon er det ledig stilling som renholdsbetjent. Daglig arbeidstid er fra kl. 0600 eller 0700.
Søkere bør ha god erfaring innen renholdsarbeid og gjerne utdanning som renholdsoperatør. Det legges stor vekt på personlige egenskaper, fleksibilitet, evne til å arbeide selvstendig samt gode samarbeidsevner.
Vi kan tilby et trivelig og godt arbeidsmiljø, og vi bruker de mest moderne renholdsmetoder.
Stillingen er lønnet i ltr. 21-34, avhengig av tidligere praksis, p.t. kr  236 000 - kr 284 200 per år. Renholdsbetjenter med fagbrev tilstås 2 lønnstrinn ekstra. Omsorgsarbeid medregnes etter gjeldende regler.  Fra lønnen trekkes 2% innskudd til . For stillingen gjelder 6 måneders prøvetid.
 
Stortingets administrasjon er knyttet til Avtalen om et inkluderende arbeidsliv, og vil bestrebe seg på å legge arbeidsforholdene til rette ved behov.
Stillingen krever sikkerhetsklarering.
Nærmere opplysninger ved husøkonom , tlf.  eller ass. husøkonom , tlf. .
Søknad og CV skal fortrinnsvis sendes elektronisk via Stortingets nettside, www.stortinget.no under Stortingets administrasjon, ledige stillinger, innen 1. november 2007.  Attester og vitnemål kan eventuelt ettersendes per post før søknadsfristens utløp til Stortingets personalseksjon, 0026 Oslo.
"
1323665;2007-03-19;Helse, pleie og omsorg;"Liker du å jobbe med mennesker og helst er over 18 år, trenger vi vikarer i forskjellige stillinger i sykepleie, vernepleie, hjelpepleie/omsorgsarbeid og assistenter.
I støttetjenester for voksne har vi behov for vikarer på Myrstad bokollektiv, Myrstad barnbolig og boveiledertjenesten. 
I hjemmebaserte tjenester har vi behov for vikarer til hjemmesykepleie og som hjemmehjelp. 
På sykehjemmet har vi behov for vikarer både på somatisk avdeling og på skjermet enhet. 
I servicefunksjonene ved sykehjemmet er det behov for vikarer ved hovedkjøkkenet, postkjøkken, renhold og vaskeri. 
Vikarer i hjemmetjenesten og boveiledertjenesten må ha førerkort.
Personlig egnethet vektlegges.
Tilsetting skjer på de vilkår som fremgår av de til enhver tid gjeldende lover, tariffavtaler og reglement.
Send søknad med kopi av vitnemål og attester, samt CV.
To referanser oppgis. Saksdokumenter vil ikke bli returnert. 
Søknad sendes fortrinnsvis elektronisk på:
http://www.nannestad.kommune.no under ledige stillinger
"
1400012;2007-06-17;Ingeniør- og ikt-fag;"Arbeidsoppgaver:
Delta i komplette prosjekt salg
Daglig sparring med kunder så vel som leverandører.
Noe reiseaktivitet må påregnes.
Utarbeidelse av tilbud, oppfølgning og ordrebehandling.
Oppsøkende kundeaktivitet.
Utdannelse/erfaring:
Utdannelse innen Automasjon eller Elektronikk.
Ha en evne til å se løsninger samt være utadvent og fleksibel.
Grundig kjennskap til edb.
Beherske engelsk skriftlig og muntlig.
Eventuell salgserfaring er en fordel
Gode samarbeidsevner for å kunne arbeide i team.
Vi forventer at søkere har min. 2 års erfaring fra liknende arbeid.
Vi kan tilby: Lønn etter kvalifikasjoner. Flere feriedager. Godt arbeidsmiljø. Kortere arbeidsuke. God pensjonsordning. Ulykke og reiseforsikring. Utviklingsmuligheter. Godt arbeidsmiljø
Ønskes ytterlige opplysninger om jobben kan disse fås ved å kontakte Adm. direktør . Skriftlig søknad, vedlagt relevante bilag sendes per post eller e-post.
Mac AS er et selvstendig selskap innenfor MacArtney gruppen. Vi er en del av et internasjonal selskap med hovedkontor i Danmark og datterselskaper i England, Frankrike, USA, Holland og Tyskland.
Vi er ISO 9001:2000 sertifisert og beskjeftiger oss innenfor undervannsteknologi med områdene elektronikk, hydraulikk, fiberoptikk, ROV systemer, sonar & kamera løsninger, software og robotteknologi m.v."
1332498;2007-03-28;Ingeniør- og ikt-fag;"Lenke til annonsen:
Klikk her
Lenke til søk på stillingen:
Send søknad"
1315177;2007-03-08;Barne- og ungdomsarbeid;"Har du et oppriktig og ærlig engasjement i barn? Er du vennlig, villig, vågal, og ønsker å gi av deg selv i et nært samarbeid med kollegaer, i en barnehage som var helt ny i august 06?
Svarfrist snarest."
1313274;2007-03-07;Ledere;"Arbeidsoppgaver: Assisterende avdelingsleder har spesielt ansvar for det faglige arbeidet i boligen, samt å bistå stedlig leder med oppgaver innenfor personal, drift og budsjettarbeid. Det er klare resultatkrav til stillingen gjennom Bergen kommunes styringskort og styrende dokumenter.
Om stillingen: Vi ønsker oss en assisterende avdelingsleder med høy faglig kompetanse, som kan sikre faglig utvikling og tjenesteproduksjon av høy faglig kvalitet. Det er viktig at personen kan bidra til et godt arbeidsmiljø i resultatenheten og til et godt samarbeid på tverrs i resultatenheten. Det legges vekt på evne til å arbeide målstyrt, systematisk, evne til å lede og motivere medarbeidere og evne til å få hele organisasjonen til å arbeide mot felles mål. Vi ønsker oss en assisterende avdelingsleder med god muntlig og skriftlig fremstillingsevne og med stor arbeidskapasitet.
I stillingen inngår det arbeidsoppgaver knyttet til både  og Nygårdsvikveien bofellesskap med ulike faglige utfordringer innen somatikk og psykiatri. 
Til stillingen er det tillagt veilederansvar og stedfortrederansvar.
Kvalifikasjonskrav: 3-årig helse- og sosialfaglig utdanning. Engasjement og erfaring med fag- og kvalitetsutvikling. Kjennskap til og erfaring fra arbeid med brukere med utviklingshemming vil bli vektlagt. Søkere med relevant videreutdanning vil kunne bli foretrukket. Gode IT kunnskaper. Veileder erfaring. God skriftlig og muntlig fremstillingsevne. Det vil bli lagt avgjørende vekt på personlig egnethet til stillingen.
Fra 01.04.2007 må politiattest framlegges ved ansettelse.
Generelle opplysninger:
Bergen kommune oppfordrer til å søke elektronisk (godkjente vitnemål og attester medtas på intervju). Ved annonse sett hos NAV arbeid, se ledige stillinger på www.bergen.kommune.no
Innsendte vitnemål og attester blir ikke returnert.
Bergen kommune praktiserer (moderat) kvotering: Kvinner oppfordres til å søke ledende og selvstendige stillinger. Menn oppfordres til å søke stillinger der hovedoppgaven er undervisning av, og/eller omsorg for barn. Generelt oppfordres personer med flerkulturell bakgrunn å søke stilling i Bergen kommune.
Ansettelse skjer på de til enhver tid gjeldende vilkår for kommunale arbeidstakere. Pensjonsordning. Boliglånsordning. Ulykkes- og gruppelivsforsikring. Dekning av flytteutgifter etter nærmere regler.
Evt. krav om helseattest vil fremgå av den enkelte utlysningstekst. Politiattest skal fremlegges ved ansettelse i barnehage, skole og i barnevernstjenesten (jfr. barnehagelovens § 20/opplæringslovens § 10-9 og Lov om barnevernstjenester § 6-10)."
1411166;2007-06-29;Reiseliv og transport;"Våre kunder viser oss stadig mer tillit
Vår oppdragsmengde øker fortsatt og vi søker derfor etter selvstendige sjåfører med egen varebil for fast kjøring på Østlandet. Muligheter for god inntjening for rette person.
For ytterligere informasjon, ta kontakt pr. tlf  eller e-post: 
Søknad sendes: Gardermofrakt AS
Postboks 97, 2061 Gardermoen.
Attn.: ."
1409209;2007-06-27;Bygg og anlegg;"Driftsområdene: Hokksund, Porsgrunn, Sarpsborg, Otta, Hamar og Oslo.
Stasjoneringssted: Etter avtale.
 
En signalmontør i Jernbaneverket arbeider med drift, vedlikehold, feilretting og montering av ulike typer signalanlegg. 
Stilling som signalmontør vil rapportere til gruppeleder Signal.
Arbeidsoppgavene er:
- Drift og vedlikehold av signal og sikringsanlegg.
- Arbeidsoppgavene til en signalmontør er svært varierte og innebærer mekanisk arbeid, kabellegging og bruk av moderne data- og måleutstyr. Arbeidet foregår både innendørs og på anlegg langs banen.
  
Kvalifikasjoner:
- Minimum fagbrev som signalmontør.
- Kan og er villig til å godkjennes som sikkerhetskontrollør signal.
Ny teknologi gjør at Jernbaneverkets signalmontører blir løpende oppdatert og etterutdannet.
Stillingen lønnes som 1203 Fagarbeider m/fagbrev, LR 11/ ltr. 38 - 42 (kr 301.000 - kr 320.500)  + B-40 (kr 32.000) totalt kr 333.000 -  kr 352.500 eller 1376 Fagspesialist ltr. 39 - 43 (kr 305.500 - kr 325.800) + B-40  (kr 32 000), totalt kr 337.500 - kr 357.800. 
Nærmere opplysninger fås ved henvendelse til:
, mobil .
Søknaden merkes med: .
FELLES FOR STILLINGENE:
 er den største produksjonsenheten i Jernbaneverket og har ansvaret for de mest vitale og sentrale strekninger, dvs. det område med flest strekninger med høyest prioritet i Norge. Drift er ansvarlig for utførelse av drift, og forebyggende vedlikehold samt en del fornyelse etter nærmere avtale med banesjefene. Videre bistår Drift øvrige hovedenheter i Jernbaneverket med ulike produksjonstjenester.
 
Vi søker personer som vil ha et spennende fagmiljø rundt seg, og som vil ha muligheter for vekst og utvikling. Du vil jobbe i et hektisk miljø, for eksempel Gardermobanen og Oslo S.
Kvalifikasjoner:
- Du må tilfredsstille kravene i helseforskriften.
- Godkjent som sikkerhetsmann eller kunne godkjennes som sikkerhetsmann.
- Kjennskap til HMS regelverk.
- Gode kommunikasjons- og samarbeidsevner.
- Kjennskap til planlegging og rasjonell gjennomføring av arbeidsoppdrag.
- Takler en til tider hektisk og uforutsigbar arbeidsdag med mange utfordringer.
- Du bør være fleksibel og kunne jobbe selvstendig.
Turnusarbeide må påregnes.
Kvinner og personer med minoritetsbakgrunn oppfordres til å søke på stillingen. Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen. Det er derfor et personalpolitisk mål å oppnå en balansert alders- og kjønnssammensetning og rekruttere personer med innvandrerbakgrunn.
Vi tilbyr bl.a.:
- Spennende og utfordrende arbeidsoppgaver med utviklingsmuligheter.
- Et bredt og godt fagmiljø.  
- Gode forsikrings- og pensjonsordninger.
Søknad merkes med stillingsnummer og registreres på www.jernbaneverket.no innen 09.07.2007.
Det oppfordres om å søke elektronisk.
"
1331495;2007-03-27;Undervisning;"Søknad sendes elektronisk via Alta kommunes hjemmeside www.alta.kommune.no.
"
1430802;2007-08-08;Butikk- og salgsarbeid;"Vi søker ny selger til vår undervisnings avdeling med arbeidsdistrikt 
Du vil være en del av et salgsteam, med ansvar for egen kundeportefølge. 
Vi tilbyr: 
Anerkjente produkter og strukturert organisasjon.
Grundig salgs- og produktopplæring.
Eget salgsdistrikt. 
Faglig og personlig utvikling. 
Spennende lettsolgte produkter. 
Store karriere muligheter.
Arbeidsoppgaver: 
Oppfølging og salg til nye og eksisterende kunder.  
Planlegge og tilrettelegge egen salgsvirksomhet.  
Salg og budsjettansvar i eget distrikt. 
Jobbe etter klare definerte mål.   
Vi ønsker at du skal være:
Kreativ
Resultatorientert
Serviceinnstilt 
Effektiv
Positiv 
Strukturert
Selvstendig 
Handlekraftig 
Du må være sulten på suksess 
Vi har salgstrening og ukentlig oppfølging av våre salgskonsulenter. Vi stiller derfor ingen krav til utdanning men legger heller vekt på personlige egenskaper hos deg.
Send oss en søknad på mail "
1512268;2007-11-19;Bygg og anlegg;"De viktigste oppgavene vil være:
- Tilrettelegging og produksjon av trekasser
- Oppfølging av ekstern produksjon av emballasje
Ønsket bakgrunn:
- Kjennskap til maskiner for trebearbeiding
- Erfaring med bruk av data
- Truck-fører bevis er å foretrekke
Kvalifikasjoner og egenskaper:
- Initiativrik med god arbeidskapasitet
- Analytisk, systematisk og selvstendig
- Gode kommunikasjons- og samarbeidsevner
- Positiv
Vi tilbyr:
- Kreativt og sosialt arbeidsmiljø med faglig styrke
- Utviklingsmuligheter
- Kollektive pensjons og forsikringsordninger
"
1457797;2007-09-12;Barne- og ungdomsarbeid;"Vi vil snarlig få et ledig vikariat som barnehageassistent. 
Dette vil være på en avdeling med barn fra 3-6 år.
Den ansatte vil gå inn i et arbeidslag på 5 personer på avdeling, og med 21.ansatte totalt på barnehagen.
Vi har tariffavtale med PBL og ordnede arbeidsforhold"
1282711;2007-01-30;Akademiske yrker;"Kunsthøgskolen i Oslo driver utdanning, forskning og kunstnerisk utviklingsarbeid samt formidling innenfor tre hovedområder - visuell kunst, scenekunst og design. KHiO samlokaliseres i 2008/2009 på Seilduksfabrikken ved Akerselva, et industrianlegg fra 1850-årene. 
KHIO har ledig 100 % fast stilling som arkivleder med tiltredelse så snart som mulig. Arkivet har vært under omstilling fra desentral til sentral struktur og er nå samlet i hovedadministrasjonen. Arkivet sorterer under Seksjon for bibliotek og arkiv. 
Arbeidsoppgavene vil være varierte med daglig drift av arkivet, avlevering av eldre arkiv, oppfølging og opplæring av saksbehandlere, utarbeidelse og oppfølging av arkivplan. 
Vi søker etter en person med minimum 3-årig relevant høyere utdanning, gjerne bibliotekarutdanning, med gode IT-kunnskaper (eller forståelse) og kjennskap til elektroniske arkivsystemer. KHIO bruker i dag Modulink og vil på sikt over til Ephorte og digitalt arkiv. Lang erfaring fra arkivarbeid og arkivledelse kan kompensere for manglende høyere utdanning.
Personen vi søker må være selvstendig, resultatorientert, ha stor arbeidskapasitet, god ordenssans, gode samarbeidsevner, flink til å kommunisere med arkivets brukere og ha erfaring fra arkiv. Vi ønsker å utvikle arkivtjenesten til en aktiv servicefunksjon og støtte for saksbehandling ved skolen.
Stillingen lønnes som arkivleder lønnstrinn 40-55, som utgjør 306.000-396.700 brutto pr år etter kvalifikasjoner. Fra lønnen trekkes 2 % innskudd i Statens pensjonskasse.
Spørsmål om stillingen kan rettes til seksjonssjef for bibliotek og arkiv , tlf. , e-post: "
1286540;2007-02-03;Kontorarbeid;"For vår kunde søker vi:
Allsidig person innen hotell og serverings bransjen. 
Vår kunde er ett hotell og konferansesenter som holder til i naturskjønne omgivelser ved Mjøsa. De ligger midt i hjertet av Oppland. De har 66 rom og 100 senger fordelt på 26 enkeltrom og 40 kombi/ dobbeltrom. De er kjent for sitt gode kjøkken og spesielt sine bugnende buffeter.  De er ett av de best utstyrte konferansehotell på Østlandet. Med stor vekt på pedagogiske forhold med moderen presentasjonsteknikk. 
De søker en person fleksibel person som kan være med i resepsjonen å hjelpe til med servering og i baren.  
DU: 
-Har erfaring fra lignende arbeid
-Er imøtekommende 
-Liker å møte nye mennesker 
-Har fokus på service 
-Her en pen og vennlig fremtoning
Høres dette ut som en stilling du kan tenke deg? Ta kontakt i dag.  
Kontaktinformasjon 
For å søke på denne stillingen kan du:
Sende inn søknad og CV på Sende søknad og CV til:  
     Fjelddalen &  AS  
     Postboks 2949, solli 
     0230 Oslo   
     Har du spørsmål om stillingen eller om oss
     er det bare å ringe til David på tlf:  
 Dersom denne stillingen ikke var det du var på jakt etter kan du sende oss en åpen søknad med CV så legger vi deg til i arbeidssøker base.
Fjelddalen & Kjær personell as
Et vikar- og rekrutteringsbyrå som arbeider til med å finne den rette jobben til deg.
Vår visjon er å levere gode og riktige personalløsninger der du som arbeidstaker får en jobb du har lyst på. 
  
Vi er behjelpelige med alle former for bemanning. Enten det gjelder vikarinnleie, ""try and hire"" eller rekruttering. Snakk med oss om hva du har lyst til. Og hva som passer best til deg.
 
Vi arbeider under en enkel filosofi: 
 
- Kunden skal få den personen de ønsker.
- Våre medarbeidere skal ha et oppdrag de trives med.
 
 
Alle våre kunder har blitt vurdert og sjekket slik at vi er sikker på at de er stabile og sikre arbeidsplasser, samt at alle lover og regler blir fulgt. 
 
Vårt konsept er utarbeidet for å finne de beste bedriftene å jobbe i. Våre kunder og ansatte er vårt ansikt utad. Vi legger derfor særlig vekt på at de er pålitelige og kvalitetsbevisste.
 
VI SER FREM TIL Å HØRE FRA DEG. 
"
1485648;2007-10-16;Industriarbeid;"Fullstendig utlysningstekst finner du her.
"
