Stilling id;Registrert dato;Yrke grovgruppe;Stillingsbeskrivelse vasket
8230406;2014-05-12;Ledere;". REMA 1000 Fabrikkvegen åpner i august 2014. Vi søker medarbeidere og avdelingsledere med ulike ansvarsområder, som ønsker å være med å forme og bygge opp vår nye butikk. REMA 1000 er Norges ledende dagligvarekjede og en av landets sterkeste merkevarer. Siden 1979 har REMA 1000 jobbet for å kunne tilby kunder over hele landet et godt valgt utvalg av dagligvarer av god kvalitet til de laveste prisene. Vi har en rekke ledige stillinger i vår nye butikk. Angi i søknadsteksten hvilken stilling du søker på. Felles for alle stillingene er at vi søker dyktige personer med interesse for mat og mennesker. Du må være flink til å inspirere andre, ha en involverende og delegerende arbeidsstil. Du har kremmerånd, er selvgående, strukturert, positiv og offensiv. I tillegg har du gjerne relevant erfaring fra den avdelingen du ønsker å jobbe med, men nødvendig opplæring vil bli gitt. Låseansvarlig, hel. og deltid. Den viktigste oppgaven for låseansvarlig butikkmedarbeideren er å skape gode handleopplevelser for kundene. I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid, inkluderer jobben blant annet.  skiftleder. ansvar for stenging av butikken. varepåfylling. vareeksponering. kassearbeid. serviceinnstilt. annet forefallent arbeid. Butikkmedarbeider, hel. og deltid. Den viktigste oppgaven for butikkmedarbeideren er å skape gode handleopplevelser for kundene. I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid, inkluderer jobben blant annet.  varepåfylling. vareeksponering. kassearbeid. annet forefallent arbeid. Kassemedarbeider. Den viktigste oppgaven for kassemedarbeideren er å skape gode handleopplevelser for kundene og sørge for et godt etterlatt sisteinntrykk. I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid, inkluderer jobben blant annet.  kassearbeid. varepåfylling. forefallende arbeid. Frukt og grønt. ansvarlig. Den viktigste oppgaven for frukt og grønt. ansvarlig er å skape gode handleopplevelser for kundene, med spesielt fokus på frukt og grønt. avdelingen. I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid, inkluderer jobben blant annet.  varebestilling. vareeksponering. bidra til vekst innen frukt og grønt. planlegging av frukt og grønt. aktiviteter. gjennomføring av kampanjer i butikk. kassearbeid og annet forefallende arbeid. Ferskvareansvarlig. Den viktigste oppgaven for ferskvareansvarlig er å skape gode handleopplevelser for kundene, med spesielt fokus på ferskvareavdelingen. I tillegg til et felles ansvar for at butikken fremstår ren og tiltalende til enhver tid, inkluderer jobben blant annet.  varebestilling. vareeksponering. bidra til vekst innen ferskvarer. planlegging av ferskvare. aktiviteter. gjennomføring av kampanjer i butikk. kassearbeid og annet forefallende arbeid. Nestkommanderende. Den viktigste oppgaven for Nestkommanderende er å skape gode handleopplevelser for kundene og være Kjøpmannens nærmeste medarbeider. Arbeidet krever innsats utover det vanlige i en spennende og hektisk hverdag og jobben innebærer blant annet.  å være Kjøpmannens nærmeste medarbeider og støttespiller. leder medarbeidere og ta beslutninger i Kjøpmannens fravær. planlegging og gjennomføring av kampanjer og aktiviteter i butikk. skiftleder. varebestilling. vareeksponering. annet forefallent arbeid. Renholder. Ansvar for butikkens daglige renhold. Varepåfylling ved behov. Annet forefallende arbeid. I REMA 1000 er mulighetene mange for mennesker som tør å gi av seg selv, er positive og selvstendige. Vil du jobbe i en spennende og hektisk bransje hvor du har stor mulighet til å påvirke din egen arbeidsdag, anbefaler vi deg å søke stilling hos oss. Fylke: Hedmark. Jobbtype: Fast. Heltid Deltid: Deltid. : Dag Helg Kveld. Søknadsfrist: 2014. 05. 31. Tiltredelse: Etter avtale. Arbeidssted: Brumunddal. Kontaktpersoner.  tlf.  47. mob.  47. . a href. ""h"
7924960;2014-04-10;Undervisning;. Vi søker lærere med disse egenskapene. Gode samarbeidsevner. Løsningsorientert og fleksibel. Resultatbevisst. Tydelig klasseleder. Vi tilbyr. Lønn og tilsettingsvilkår i samsvar med lov, forskrift og regulativ. Et inkluderende arbeidsmiljø hvor ansatte jobber i team og på tvers av team. Skolen ligger vakkert til med flotte uteområder. Ved tilsetting vil personlig egnethet bli vektlagt. Aktuelle søkere vil bli innkalt til intervju.  . Kommunen kan, om nødvendig, hjelpe til med utfylling av søknadsskjemaet. Ved tilsetting kreves politiattest. 
8058219;2014-04-23;Butikk- og salgsarbeid;. Er koppen din halvtom eller halvfull. Et vanskelig spørsmål. ,.  . For salg av våre produkter søker vi etter deg som er en sulten og seriøs selger. Det spiller ingen rolle om du er kvinne eller mann, dreven selger, eller nyutdannet og klar for verden. Vi er opptatt av å få tak i deg som er resultatorientert, motivert og har de rette personlige egenskapene. 
8401171;2014-06-30;Jordbruk, skogbruk og fiske;TOFA søker ny. Daglig leder i 100. stilling. Vi søker etter en initiativrik person gjerne med høyere utdannelse, bred kontaktflate, gode samarbeidsevner og evnen til å jobbe selvstendig. Arbeidet består i å legge til rette for fiske og fiskeaktiviteter knyttet til elv, sjø og innland, samt kultiveringsarbeid knyttet til Nidelva og en rekke vann i Trondheims omland. Informasjonsarbeid, fiskearrangementer samt arbeid mot TOFA sine samarbeidspartnere vil være sentrale oppgaver. Se mer info på www. finn. no finnkode.  eller om TOFA på hjemmesiden: www. tofa. org
7403317;2014-02-20;Reiseliv og transport;Consenzo søker bartender. Vi trenger en sosial og pålitelig bartender som kan tiltre snarest. Den vi søker har relevant jobberfaring og har gode drinkeferdigheter. Kunnskap om mat og vin er også et pluss,da stillingen også innebærer en del matservering. Send e. mail.  
7437325;2014-02-25;Bygg og anlegg;Mest kjøring av gravemaskiner avforskellige størelser samt litt lastebil
8393215;2014-06-26;Jordbruk, skogbruk og fiske;Oppgavene vil være: Reparasjon bøting og sluttbehandling av oppdrettsnøter, fortrinnsvis sluttbehandling, samt å delta i de daglige arbeidsoppgavene ved behov. Ønskede kvalifikasjoner: Allsidig og teknisk innsikt, evnte og vilje til å stå på i travle perioder. Bakgrunn fra tilsvarende virksomhet og kunnskap i bøtefaget vil være en fordel, men ikke et krav. All opplæring vil bli gitt. For stillingen kan vi tilby et aktivt og spennende arbeidsmiljø. Lønn etter avtale. For nærmere opplysninger om stillingen, kontakt.  på tlf. .  941 30231. Kort søknad med CV sendes innen 04. 07. 2014 til. eller. AS avd. Vevelstad, Forvik, 8976 Vevelstad. 
8788635;2015-01-20;Helse, pleie og omsorg;SØKNADSFRIST FOR ALLE STILLINGER: SNAREST. For en oppdatert oversikt over alle våre stillinger, se www. apotek1. no. CV og søknad registreres i jobbsenteret på våre nettsider. Vi tar forbehold om endringer i bemanningssituasjonen og besatte stillinger. 
9150267;2015-08-24;Helse, pleie og omsorg;"Me har ledig. Grandane bufellesskap.  1 x 89. fast stilling som miljøterapeut ledig frå snarast, vikarpool. 1 x 100. vikariat for miljøterapeut 12. 09. 15. 01. 08. 16, vikarpool. 1 x 68. fast stilling som miljøterapeut ledig frå snarast. 1 x 90. vikariat som miljøarbeidar 30. 10. 15. 01. 05. 16. Det er turnusarbeid med til ei kvar tid gjeldande turnus. Dei som vert tilsett i vikarpoolen skal i hovudsak nyttast i alle verna bustader i Grandane. I tillegg, må dei, når dei har ledige vakter og ved ekstra behov, nyttast andre stader i Spesialomsorg. I verna bustad Grandane er det f. t. 13 timars dagvakter og 11 timars nattevakter i 3 av tiltaka, medan det eine tiltaket også har kortare vakter. I andre verna bustader i spesialomsorg er det andre turnusordningar. Dersom det blir intern tilsetjing, kan det bli ledig anna stillingsprosent. Skriv i søknaden om du eventuelt vil vurderast. Arbeidsoppgåver. Kvalifikasjonskrav. Høgskuleutdanning innan helse og sosialfag. Søkjarar som har erfaring med arbeid med tvang og makt, samt erfaring med utagering vil verte føretrekt. Den me søkjer etter må vere.  positiv, fleksibel, sjølvstendig, like å arbeide åleine og i team. god på kommunikasjon, også den utan ord. gode evner til å følge instruksar, prosedyrar og dokumentere desse. takle akutte situasjoner og skape ro i situasjonen. arbeide systematisk etter dagleg arbeidsplan. like å vere ute og vere i fysisk aktivitet. gode ferdigheitar i norsk, både skriftleg og munnleg. ha sertifikat, og skal vere sjåfør for brukar. Menn vert oppmoda om å søkje. Personlege eigenskapar. Personlege eigenskapar og erfaring frå liknande arbeid vil verte vektlagt. Løn og tilsettingsvilkår. Løn etter utdanning og praksis i henhold til HTA. I tillegg vert det utbetalt ei ekstra godtgjersle på kr. 18. 000. pr. år for arbeid i Grandane bufellesskap. Politiattest vil verte krevd. 2. vert trekt til tariffesta tenestepensjon. Det er 6 månader prøvetid for nytilsette i Årdal kommune. Søknadsprosedyre. Gå til ledige stillingar i høgre meny på Årdal kommune si heimeside www. ardal. kommune. no. Der får du lista opp stillingar som er lyst ut. Klikk på den stillingen du vil søkje på, vel ""søk stilling"" i høgre bilete. Logg deg på med brukarnamn og passord. Dersom du allereie er tilsett i kommunen eller har vore søkjar før så bruk tildelt brukarnamn passord eller bruk ""gløymt passord"". Er du ny søkjar så må du registrere deg. Følg instruksjon og trykk neste for å komme vidare. NB. Det er kun endringar i CV som vert lagra dersom du loggar deg ut før du har sendt søknaden. Alle søknader på ledige stillingar i Årdal kommune skal registrerast elektronisk. Dersom du treng hjelp til innlegging, ta kontakt med Personalavdelinga på tlf. Etter at søknadsfristen er ute, vil du motta ei stadfesting på at søknaden er motteken. Årdal kommune praktiserer meiroffentlegheit. Opplysning om søkjar kan bli offentleggjort sjølv om søkjar har oppmoda om det motsette. Søkjar vil da bli kontakta i framkant. Jfr. Off. lova § 25. Stillingtype: Fast heiltid. Kontakter.  , Leiar for spesialomsorg, Mobil.  , Arbeid.  , Leiar verna bustader Grandane,. For fullstendig utlysningstekst og elektronisk søknadsskjema.  a href. ""http: "
8965991;2015-05-28;Ledere;. We are looking for the right marketing professional to bring Joubel’s H5P technology to the global market. Who are we looking for. Work description. Develop and execute online marketing strategy for. , SEM, SEO,. ,. og E. commerce. Internet marketing. Create and update market plans for Joubel. Further develop and manage Joubel's identity and marketing strategy. Grow our presence through social media channels. Evaluate, organize, manage and contribute to all social media channels in an effort to achieve corporate objectives while ensuring a consistent marketing message. Product development. Qualifications.  Global marketing experience, preferably with proven results. Internet marketing experience. Experience with. and SEO. Excellent command of written and spoken English. Social media management and skills. Strong operational, project management, and communication skills. Skills. Focused, analytic and strategic. Keen sense of tactics. Appetite for success. Ability to roll up your sleeves to get things done. We offer.  Competitive salary and OTP. The opportunity to join our fast growing team early and have a great influence over the future of Joubel. Potentially be part of changing the future for internet content. Exceptionally engaged, dedicated and highly skilled colleagues. Flextime. Highly efficient work environment, goal oriented and high spirited. Stock options to the right candidates. Other information.  Press here for more information about Joubel. Storgata 5, 9008 Tromsø.  (0047). ,. Annonsør: Joubel AS. Stillingsbrøk: 100. Heltid. Antall stillinger: 1. For elektronisk søknadsskjema.  Søknadsfrist: Snarest
9013178;2015-06-18;Barne- og ungdomsarbeid;Lyst å jobbe i Aktivitetsskolen på Vahl. Aktivitetsskolen på Vahl har ledig stilling(er) som assistent i en gruppe med barn med spesielle behov. Stillingen(e) er på 40. 50. og oppstart er 3. august 2015. Vi søker assistenter som liker utfordringer, og som er motiverte for å jobbe med barn fra ulike kulturer og med spesielle behov. Fleksibilitet og samarbeidsevne er en forutsetning. På AKS vil du jobbe i team med erfarne og engasjerte baseledere og assistenter. Ta gjerne kontakt med.  på tlf. . eller. på tlf. . Aktuelle søkere vil bli kalt inn til intervju, og vi ser fram til å møte deg. Tilsetting er betinget av et godt norsk språk, egnethet og godkjent politiattest. Utdanningsnivå. Videregående skole. Fagskole Fagbrev (2 år). Sted: Herslebs gate 26, 0561 Oslo. Kontaktperson(er).  Rektor,. ,. 
8881139;2015-03-26;Ingeniør- og ikt-fag;Medarbeider fagansvarlig ingeniør innen maskinteknikk. Transport. du vil sammen med dyktige kolleger følge opp normer, pålegg, prosedyrer og retningslinjer innen fagområdet slik at vi oppnår sikre, og effektive leveranser. du vil sammen med oss andre skape både faglig bredde og være en viktig bidragsyter til vår samlede kompetanseutvikling. noe reisevirksomhet må påregnes. har praktisk erfaring med operativ drift. kan jobbe under strenge sikkerhetskrav. tilleggsutdannelse eller erfaring som prosjektleder vil være positivt. god muntlig fremstillingsevne i norsk og eller engelsk. fordel med god kunnskap om tekniske systemer innen jernbanekjøretøy. ønsker å bidra med din kompetanse i vårt fagmiljø. systematisk, nøyaktig og målrettet. like å jobbe i team. Vi legger vekt på lojalitet i forhold til Jernbaneverkets etiske retningslinjer, og våre verdier som er åpen, profesjonell og engasjert. gode utviklingsmuligheter i en organisasjon i vekst. et godt arbeidsmiljø med dyktige kolleger og fagmiljøer. betalt pensjonsinnskudd i Statens pensjonskasse. betalt overtid. personalbillett på NSBs tog. Stillingen lønnes etter stillingskode 1087 overingeniør i lønnstrinn 58. 66 som for tiden utgjør fra kr 491 400 til kr 559 100. 1, 3044 Drammen. . Annonsør: Jernbaneverket. Ref. nr. .  Heltid, Fast. Antall stillinger: 1. For elektronisk søknadsskjema.  
9010805;2015-06-17;Ledere;SENIOR VICE PRESIDENT HR. Global HR management. HR strategy. Best practice development processes. We are looking for a high. caliber and senior HR professional to fill this challenging role. You will lead a team of 6 HR managers professionals in a global, multicultural and diverse organization. You will have overall responsibility for talent and succession planning programs, trainee program, global expatriate policy, remuneration and compensation. We are also looking for a candidate who can be instrumental in developing and conducting the leadership programs in the company. The position. is based in Kongsberg Lysaker and reports to the CEO. For more information about the position, please visit www. compass. no, or contact. , tel. 47. or. , tel. 47. Please register your application with CV at www. compass. no. 
9255671;2015-10-12;Meglere og konsulenter;. Arbeidsoppgaver. • Salg av rekrutterings. og bemanningsløsninger. • Personalutvelgelse og rekruttering. • Kundepleie og relasjonsbygging. • Oppfølging av kandidater. • Personalhåndtering. Kvalifikasjoner. • Du har erfaring fra rekrutteringsbransjen. • Du har erfaring fra oppsøkende salg og oppbygging av kunderelasjoner i B2B markedet. • Du har erfaring med rekruttering av medarbeidere samt personalforvaltning. • Du er løsningsorientert og utadvent. • Du er strukturert og har god forretningsforståelse. • Du har et godt kontaktnettverk i Oslo Akershus området. Vi tilbyr.  • En utfordrende og variert stilling i et selskap i sterk vekst. • En selvstendig arbeids hverdag. • God opplæring oppfølging innen rekruttering og personalutvelgelse. • Stort inntjeningspotensialet. • Et meget godt arbeidsmiljø. • Årlige firmaturer. • Hyggelige lokaler meget sentralt med kort vei til offentlig kommunikasjon, butikker, restauranter etc. Sted: Oslo. Lønn: Etter avtale. Ansettelsesforhold: Fast. Hjemmeside.  For elektronisk søknadsskjema.  
9328688;2015-11-27;Industriarbeid;Det er ledig fagarbeiderstillinger i forbrenning på dagtid – 37,5 t uke. Stillingen er reserve for skiftlagene og skal dekke langtidsfravær for operatører på skift. Arbeidstiden for skiftarbeid er 33,6 t uke. Haraldrud energigjenvinningsanlegg har to forbrenningslinjer som produserer fjernvarme til Oslos befolkning fra avfall. Anlegget har avansert røykgassrensing med posefilter, våtvasker og vannrenseanlegg. gjenvinnes energi fra til sammen 100 000 tonn avfall pr. år med en energiproduksjon på over 230 GWh år. Seks skiftlag opererer anlegget 24 timer i døgnet 365 dager i året. Stillingen er administrativt og faglig underlagt fabrikksjefen. Arbeidsoppgaver. Forefallende arbeid i drift og vedlikehold, blant annet oppgaver tilknyttet røykgass, renhold og lettere vedlikeholdsoppgaver. I tillegg vil du få kontinuerlig opplæring i anlegget. I skiftperiodene vil oppgavene være.  Samarbeide med skiftleder om å drifte forbrennings. og renseanlegget. Regelmessig inspisere og rapportere unormale forhold til skiftleder. Løse driftsproblemer som kan oppstå på anlegget. Drifte og overvåke anlegget iht. gjeldende lover og regler. Styre hele anlegget ved behov eller etter rulleringsplan. Utføre driftsrutiner og forebyggende vedlikehold. Kvalifikasjoner. Krav til kvalifikasjoner: relevant fagbrev eller tilsvarende (kjemi prosess, fagskole kjemi prosess). Praksis fra drift og vedlikehold av prosessanlegg. Gode ferdigheter i norsk skandinavisk. muntlig og skriftlig. Vi ønsker søkere med: Operatør eller kjelepassersertifikat og kranførerbevis G4. Bevisst holdning til HMS. Gode generelle datakunnskaper. Personlig egnethet vil bli vektlagt. Utdanningsretning. Uoppgitt fagfelt. Utdanningsnivå. Fagskole Fagbrev (2 år). Personlige egenskaper. Gode kommunikasjons. og samarbeidsevner. Teknisk forståelse, evne til initiativ samt arbeide selvstendig og i team. Vi tilbyr. Et trivelig arbeidsmiljø med gode muligheter for faglig utvikling. Gode velferdsordninger. Bedriftshelsetjeneste og gode pensjons. og forsikringsordninger. Lønn: ltr 19. 29 (kr. 367 350. 418 900). Innplassering etter ansiennitet. All offentlig og privat praksis godskrives. I tillegg utbetales smuss. og fastlønnstillegg. I skiftperiodene utbetales også skifttillegg. Sted: Brobekkveien 87, 0582 Oslo. Kontaktperson(er).  , Fabrikksjef,. For mer informasjon og elektronisk søknadsskjema: 
8810683;2015-02-05;Ingeniør- og ikt-fag;. Elkjøp søker deg som legger stor vekt på ansvar, er utadvendt, selgende og har ordenssans. Dette i en til tider hektisk arbeidssituasjon. Du må kunne stille opp på kort varsel og avløse teamet i supportsenteret ved ferier og annet fravær. Å jobbe i Elkjøp betyr at du kommer inn i et stort handelsforetak hvor det konstant skjer endringer som åpner muligheter for de rette menneskene. For oss i Elkjøp betyr det ofte mer hvem du er enn hvilke skoler du har gått på. Har du de rette personlige egenskapene, og vil være med på å forbedre vårt konsept som er utviklet gjennom 50 år, kan du nå langt hos oss. Vi vektlegger grundig opplæring i et hektisk og inspirerende arbeidsmiljø. Som ansatt i Elkjøp får du konkurransedyktig lønn, gode karrieremuligheter og gunstige personalkjøpsordninger. Søknaden må leveres via søknadsskjema på nettsiden. Link til søknadsskjema: Send søknad For mer informasjon kontakt: ,. , Tlf.  47. , Epost.  
9218239;2015-09-24;Serviceyrker og annet arbeid;BRIGADELEDER OG NK. BEREDSKAP. Beredskapsavdelingen. Brigadelederstillingene er utfordrende og krevende lederstillinger som er tillagt mye ansvar og høye forventninger til stillingsinnehaverne. Stillingene byr på store utfordrende oppgaver og er sentrale stillinger, hvor man er i posisjon til å være med på å utvikle beredskapsavdelingen. Eksterne søkere må være forberedt på at de må gjennomføre kjentmannsprøve for Asker og Bærum og fysiske tester. Det kreves plettfri vandel for å kunne tiltre stillingen. Vi har egen bedriftshelsetjeneste for våre ansatte. Alle søknader skal sendes via elektronisk søknadsskjema. Søknader som mottas på papir vil ikke bli vurdert. Stillingene som brigadeledere er lønnet med kr. 497. 100. per år. Stillingen som NK. beredskap er lønnet med kr. 558. 800. Vakttillegg kommer i tillegg til overnevnte lønnsplasseringer. 42, 1357 Bekkestua. Sverre N. Junker,. , (. 47). Annonsør: Asker og. Ref. nr. .  Hel
8746522;2014-12-16;Bygg og anlegg;. (HFS) er ei allsidig verksemd som driv med restaurering av verneverdige fartøy, museum, vern og vidareføring av gamle handverk, fagopplæring, maritim leirskule og reiseliv. HFS er eitt av tre nasjonale fartøyvernsenter. HFS eig og driv hardangerjakta Mathilde. Senteret er lokalisert i Norheimsund og har omkring 35 medarbeidarar. Vi har for tida ledig lærlingplass i trebåtbyggjarfaget. Vi vil gjerne komme i kontakt med aktuelle kandidatar, så om du har interesse for å gå i båtbyggjarlære, ta gjerne kontakt. Kjenner du nokon som dette kunne passa til, så tips dei om lærlingeplass på fartøyvernsenteret. Formelle kvalifikasjonar, som vidaregåande utdanning frå båtbyggjarfag (Vg 2), alternativt VK I VK II frå trebåtbyggjar snekker tømrar. Praksis frå desse faga, eller nærliggande fag. Arbeid eller kurs relatert til båt. Erfaring frå interesse for kulturminnevern og handverk. Utfordrande og varierte arbeidsoppgåver ved eit aktivt nasjonalt fartøyvernsenter som vektlegg formidling og tverrfagleg arbeid. Læretida vil hovudsakleg skje på arbeid med verna og freda fartøy. Noko reising må du rekne med då vi tar oppdrag over det meste av landet. Læretid vil vere avhengig av godkjend skulegang og praksis. Løn etter avtale. Tilsetjing etter avtale. Søknad med cv og relevante vitnemål, attestar og referansar kan sendast til.  eller pr. post til.  ,. Postboks 53,. 5601 Norheimsund. søknadsfrsit: 10. januar 2015. 
9027613;2015-06-25;Undervisning;Det er ledig 60. stilling som pedagogisk leder i Vålen barnehage i Steinkjer fra 01. 08. 2015 til 31. 07. 16. Stillingen er et vikariat, og det er muligheter for økt stilling opp til 100. fra november av. Vi søker en person som.  Behersker ikt godt. Er løsningsorientert og ser muligheter. Er glad friluftsliv og gjerne har erfaring med dette. God til å samarbeide. Menn oppfordres til å søke. Søknadsfrist er snarest. 
8934266;2015-05-05;Kontorarbeid;Servicearbeider. Oslo sykehusservice, OSS Vareforsyningsavdleingen,. . Grunnleggende datakompetanse. Beherske norsk skriftlig og muntlig meget godt. Truckførerbevis T1, T2, T4. Erfaring fra kunderettet arbeid. Personlig egnethet vektlegges. Løsningsorientert. Strukturert. Ansvarsbevisst. Gode kommunikasjonsevner. Gode samarbeidsevner og evne til å jobbe selvstendig. Variert miljø med mye kundekontakt. Faglig og personlig utvikling. En arbeidsplass som er en inkluderende arbeidsliv(IA). bedrift. Medlemskap i pensjonsordning, 2. pensjonstrekk, gruppe. og ulykkesforsikring samt fritidsulykkesforsikring. Gaustadalleen 34, 0372 Oslo. , Seksjonsleder,. Annonsør.  HF. Ref. nr. .  Fast. Startdato: 03. 08. 2015. Antall stillinger: 1. For elektronisk søknadsskjema: 
9273035;2015-10-20;Undervisning;. leder. og personalansvar. koordinere spesialpedagogiske ressurser organisering og lede utviklingsarbeid innenfor spesialundervisning tilpasset opplæring eller undervisning. systemtiltak lesing og begrepsopplæring. pedagogisk utviklingsarbeid, videreutvikle gode systemer. elevoppfølging. resultatoppfølging. personalarbeid, vikararbeid, timeplan, bidra til drift av skolens IKT. infrastruktur. foreldrekontakt. kontakt med samarbeidspartnere (PPT, Familiens hus, BUP, politiet). spesialpedagogisk utdanning. ønskelig med 3. 4 års ledererfaring fra skole. god skriftlig og muntlig fremstillingsevne. tydelig, omsorgsfull og inkluderende lederstil. evne til nytenkning og helhetlig tenkning. ser verdien av å jobbe systematisk og målrettet med skolefaglig utvikling og administrativ drift og personalforvaltning. vilje og evne til å lede utviklingsprosesser. kunne arbeide selvstendig og effektivt og ta initiativ i ulike sammenhenger. undervisningserfaring fra grunnskole. IKT. kompetanse. muligheter for kompetanseutvikling. stipendordninger. Arbeidstakere tilsettes i skoleverket i Ski kommune med prøvetid på 6 mndr. og etter gjeldende lover, reglement og tariffavtaler, herunder pliktig medlemskap i statens pensjonskasse. Aktuelle søkere vil bli innkalt til intervju. Attester og vitnemål tas med til et evt. intervju. For stillinger i barnehage, SFO, skole og fritidsklubber, kreves politiattest ikke eldre enn 3 mndr. (Jf. opplæringsloven § 10 – 9). Les mer om skolene i Ski her.  Kirkeveien 21, 1400 Ski. , Rektor, (. 47). Annonsør: Ski kommune. Ref. nr. .  Stillingsbrøk: inntil 100. Vikariat, Heltid. Antall 
8886852;2015-03-31;Reiseliv og transport;. Sjåfør kl. CE, gjerne ADR, søkes omgående for skiftkjøring med utgangspunkt Drammen. Tlf. 
8957018;2015-05-21;Meglere og konsulenter;Har du lyst på spennande oppgåver i ein kommune i vekst. Meland kommune søkjer.  Økonomikonsulent controller. 100. fast stilling. Søknadsfrist: 07. 06. 2015. Sjå fullstendig utlysingstekst på kommunen sine nettsider: www. meland. kommune. no
9159488;2015-08-28;Industriarbeid;Hovedarbeidsoppgaver vil være.  Produksjon av bearbeidet armeringsstål. Lasting og lossing av biler. Løpende vedlikehold av maskiner og utstyr. Kvalifikasjoner.  Kransertifikat. traverskran G4. Truckførersertifikat T1. Erfaring med produksjonsmaskineri eller som jernbinder. Sveisesertifikat vil være en fordel. Må beherske norsk eller engelsk muntlig og skriftlig. Arbeidet er fysisk tungt, med stort tempo og hyggelig miljø. Det er skiftordning i produksjonen. Som følge av stor oppdragsmengde ønsker vi en person for rask tiltredelse i en midlertidig stilling, med mulighet for forlengelse ved behov. For nærmere opplysninger om stillingen, ta kontakt med produksjonssjef. Søknad sendes til. innen 04. 09. 2015, søknader vil bli behandlet løpende. For mer informasjon se www. smith. no og www. byggern. no
9177085;2015-09-05;Reiseliv og transport;. For å kunne jobbe som kokk kreves det at du kan jobbe raskt og effektivt under tidspress, at du er nøyaktig og samarbeidsvillig, samt stiller høye hygienekrav. Vi tar det som en selvfølge at du har interesse og kunnskap om mat og drikke. Som kokk inngår du i et arbeidsteam med andre kokker og serveringspersonale, og evne og vilje til å samarbeide med andre er viktige egenskaper i denne stillingen. Som medarbeider i Scandic liker du å omgåes mennesker og yte service. Du stiller opp og støtter der det er behov. Arbeids oppgavene vil bestå av frokost, lunsj og middag. Du må ha jobbet på kjøkken som kokk eller kjøkkenhjelp. Arbeidstid etter behov som inkluderer dag, kvelds. og helgevakter. Vi søker deg som har erfaring fra servitør yrket eller er villig til og lære. Du må være villig til og gjøre det lille ekstra for gjesten. Arbeidsoppgaver vil være frokost, lunsj, middag servering. Samt bistå i vår Konferasne avdeling.  .   Link til søknadsskjema: Send søknad For mer informasjon kontakt: ,. , Mobil. 47. , Epost.  
9277103;2015-10-22;Bygg og anlegg;. Kvalifikasjoner. . L. Lang erfaring. effektiv og strukturert. Stå på vilje og godt humør. Må kunne lese og forstå tegninger diagram Kunden ønsker. . Fleksibilitet. Arbeidssom. Løsningsorientert og strukturert. Du må ha evne til å jobbe selvstendig. Kunden tilbyr. Konkurransedyktige betingelser. Gode utviklingsmuligheter. Varierte og faglige arbeidsoppgaver. Sted: Kristiansand og Omegn. Ansettelsesforhold: Prosjekt. Hjemmeside.  For elektronisk søknadsskjema.  Søknadsfrist: 20. 11. 2015. 
8748346;2014-12-17;Butikk- og salgsarbeid;Grunnet solid økning i salget ønsker vi å styrke vårt salgsteam, og søker derfor etter Distriktssjef i distriktet: Hedmark Oppland. Buskerud. Hovedoppgaver.  Salg og budsjettansvar. Ansvar for oppfølging og aktiviteter hos nye og eksisterende kunder. Stillingen rapporterer til salgsdirektør i Norge. Ønskede kvalifikasjoner.  Gode kommunikasjonsevner, entusiastisk og utadvendt. Evne til relasjonsbygging og oppfølging av kunder. Flink til å jobbe selvstendig så vel som i team. Gode datakunnskaper. Representativ og beslutningsdyktig. Bransjeerfaring. Erfaring fra kontraktsforhandlinger. Vi tilbyr.  En utfordrende stilling i et solid firma. Etablert merkevare. Utstrakt samarbeid mot øvrige distriktssjefer. Lønn etter avtale. Gunstig forsikringsordning. For ytterligere informasjon om stillingen, kontakt salgsdirektør. på tlf. , eller personalansvarlig. på tlf. Kortfattet søknad, kun vedlagt CV sendes til BOEN Bruk AS, Topdalsveien 406 408, 4658 Tveit, eller på e. post til. innen fredag 9. januar 2015. Alle henvendelser og søknader behandles konfidensielt. 
